unit_nr,time_cycles,setting_1,setting_2,setting_3,s_2,s_3,s_4,s_7,s_11
2,151,0.0031,-0.0,100.0,644.8,1596.84,1409.63,552.19,47.59
2,152,0.004,-0.0003,100.0,644.59,1596.27,1409.47,552.14,47.731
2,153,0.0041,0.0002,100.0,644.63,1596.88,1409.34,551.73,47.711
2,154,0.0024,0.0,100.0,644.78,1594.95,1409.73,551.59,47.891
2,155,0.002,-0.0003,100.0,644.28,1597.31,1409.27,552.13,47.684
2,156,0.0012,-0.0001,100.0,644.35,1595.88,1408.88,552.09,47.906
2,157,0.0016,-0.0002,100.0,644.0,1595.61,1409.13,552.25,47.985
2,158,-0.0011,0.0001,100.0,644.16,1595.5,1409.83,551.62,47.909
2,159,-0.0016,0.0003,100.0,644.6,1598.37,1409.57,551.72,47.865
2,160,-0.0,-0.0004,100.0,644.89,1596.59,1411.22,551.28,47.718
2,161,-0.0003,0.0,100.0,644.3,1598.99,1409.92,551.64,47.74
2,162,-0.0009,-0.0,100.0,644.18,1596.84,1410.05,552.04,47.997
2,163,0.0014,0.0001,100.0,644.41,1595.65,1409.56,551.59,47.945
2,164,0.0019,0.0,100.0,644.7,1596.36,1410.75,551.91,47.852
2,165,0.0002,-0.0002,100.0,643.8,1598.99,1408.55,551.64,47.812
2,166,0.003,-0.0001,100.0,643.44,1597.55,1409.07,551.78,47.624
2,167,-0.0023,-0.0002,100.0,644.24,1597.2,1409.86,551.33,47.744
2,168,-0.0004,0.0002,100.0,643.96,1598.05,1409.69,551.68,48.107
2,169,-0.0014,0.0,100.0,644.3,1598.51,1409.33,550.75,47.73
2,170,-0.0037,0.0004,100.0,644.49,1599.27,1409.77,551.57,47.911
2,171,-0.0002,-0.0,100.0,644.37,1599.72,1410.38,551.13,48.015
2,172,-0.0002,-0.0001,100.0,645.25,1597.78,1410.87,551.96,47.748
2,173,0.003,-0.0003,100.0,644.76,1596.77,1410.92,551.82,47.926
2,174,0.0013,-0.0004,100.0,644.77,1597.87,1410.05,551.71,48.022
2,175,-0.002,-0.0003,100.0,644.94,1598.71,1411.43,552.02,47.916
2,176,0.0037,0.0001,100.0,644.17,1597.4,1409.34,551.26,48.264
2,177,0.0024,0.0001,100.0,645.17,1597.48,1411.66,552.06,47.725
2,178,0.0012,-0.0003,100.0,644.69,1599.04,1411.06,551.8,48.057
2,179,-0.0005,0.0002,100.0,645.04,1598.67,1410.92,551.43,47.915
2,180,-0.0019,-0.0001,100.0,644.28,1598.84,1410.53,551.83,48.033
2,181,-0.0007,0.0,100.0,644.08,1598.0,1410.12,551.15,47.999
2,182,0.0022,0.0003,100.0,645.17,1598.68,1411.28,551.22,47.863
2,183,0.0038,0.0002,100.0,645.0,1597.95,1410.83,551.27,47.984
2,184,0.0031,-0.0001,100.0,644.44,1600.15,1409.6,551.28,47.739
2,185,-0.001,-0.0002,100.0,644.48,1600.4,1410.85,551.1,48.039
2,186,-0.0022,-0.0004,100.0,645.39,1597.08,1411.2,551.77,48.008
2,187,0.0003,-0.0001,100.0,644.37,1598.24,1410.63,551.32,48.054
2,188,-0.0035,-0.0,100.0,645.67,1597.64,1412.3,551.49,48.11
2,189,0.0006,-0.0002,100.0,644.55,1598.71,1411.24,551.19,48.032
2,190,-0.0003,-0.0,100.0,645.26,1599.46,1411.77,550.81,48.011
2,191,-0.0009,0.0,100.0,644.85,1597.9,1411.21,551.42,47.893
2,192,-0.0032,-0.0,100.0,645.29,1598.61,1412.39,550.75,47.918
2,193,0.001,-0.0001,100.0,644.79,1598.58,1411.53,551.29,48.151
2,194,-0.0011,0.0,100.0,644.98,1600.12,1411.81,550.89,48.186
2,195,-0.0023,0.0001,100.0,645.1,1600.03,1412.09,551.88,47.991
2,196,-0.0057,-0.0002,100.0,644.65,1599.14,1410.49,551.54,48.03
2,197,-0.0001,0.0003,100.0,645.45,1600.32,1412.79,551.29,47.921
2,198,0.0035,-0.0,100.0,644.91,1599.51,1411.99,551.62,48.176
2,199,0.0033,0.0,100.0,645.06,1599.92,1411.42,550.97,48.12
2,200,-0.0009,0.0001,100.0,644.73,1602.4,1411.37,551.38,48.278
2,201,-0.0012,0.0,100.0,644.05,1602.07,1410.55,551.26,47.945
2,202,0.0009,0.0002,100.0,645.14,1598.87,1412.06,551.26,48.01
2,203,-0.002,0.0001,100.0,646.33,1601.6,1413.99,551.55,48.089
2,204,0.0006,-0.0001,100.0,645.62,1601.65,1413.58,551.38,48.144
2,205,0.0015,0.0001,100.0,645.28,1599.27,1412.96,551.23,48.046
2,206,0.0025,-0.0002,100.0,645.19,1601.82,1411.67,550.63,47.972
2,207,-0.0002,0.0,100.0,645.34,1602.81,1412.88,550.83,48.188
2,208,-0.0004,-0.0,100.0,645.59,1599.52,1413.61,551.06,48.174
2,209,-0.0018,-0.0,100.0,644.84,1599.85,1412.12,551.12,47.982
2,210,-0.0017,-0.0,100.0,645.89,1602.4,1413.98,550.73,48.26
2,211,-0.0005,-0.0004,100.0,645.73,1601.52,1414.24,551.78,48.243
2,212,0.0007,-0.0001,100.0,645.76,1601.96,1413.82,551.5,48.124
2,213,0.0018,0.0,100.0,645.65,1601.77,1413.31,551.21,48.123
2,214,-0.0016,0.0,100.0,645.48,1601.91,1413.51,551.04,48.185
2,215,0.003,-0.0002,100.0,645.8,1599.76,1413.53,550.94,48.02
2,216,-0.0005,0.0003,100.0,645.78,1602.92,1413.48,550.7,48.133
2,217,-0.0,-0.0002,100.0,645.38,1603.16,1412.76,551.0,47.876
2,218,-0.0015,0.0002,100.0,645.3,1601.41,1413.64,551.04,48.245
2,219,-0.0048,0.0001,100.0,645.62,1601.73,1412.93,550.58,47.957
2,220,0.0018,-0.0001,100.0,646.3,1599.84,1415.09,551.03,48.33
2,221,0.0015,0.0004,100.0,645.06,1602.62,1412.86,550.87,48.115
2,222,-0.0006,-0.0002,100.0,644.98,1602.78,1411.83,550.33,48.135
2,223,0.0001,0.0002,100.0,645.74,1602.01,1413.81,550.63,48.09
2,224,0.001,0.0002,100.0,645.71,1603.67,1412.57,550.75,48.136
2,225,-0.0031,-0.0001,100.0,645.78,1601.8,1414.06,551.43,48.346
2,226,-0.0011,0.0003,100.0,645.83,1603.08,1414.29,551.02,47.883
2,227,0.0016,-0.0001,100.0,645.65,1601.03,1413.33,550.44,48.34
2,228,-0.0025,0.0001,100.0,646.44,1602.45,1414.83,550.97,48.232
2,229,0.0006,0.0001,100.0,645.07,1602.32,1413.86,550.34,48.052
2,230,-0.0027,-0.0,100.0,645.44,1602.94,1413.18,551.12,48.073
2,231,0.0009,0.0002,100.0,645.78,1602.2,1413.41,550.64,48.408
2,232,-0.0001,0.0002,100.0,645.11,1602.6,1413.77,550.74,48.099
2,233,-0.0032,-0.0003,100.0,645.79,1604.0,1414.99,551.15,48.079
2,234,0.0023,0.0003,100.0,646.64,1602.34,1415.24,550.35,48.359
2,235,-0.0015,-0.0003,100.0,645.92,1600.79,1414.76,550.31,48.269
2,236,-0.0016,0.0002,100.0,646.04,1605.52,1415.13,550.54,48.121
2,237,0.0004,0.0002,100.0,645.39,1605.09,1413.21,551.01,48.265
2,238,0.0023,-0.0002,100.0,645.7,1601.44,1413.8,550.23,48.121
2,239,-0.002,-0.0001,100.0,645.83,1604.29,1414.87,549.82,48.381
2,240,0.0001,-0.0002,100.0,645.87,1602.69,1415.19,550.52,48.382
2,241,0.0009,-0.0,100.0,646.62,1603.84,1415.71,550.81,48.323
2,242,0.0014,-0.0001,100.0,646.31,1603.97,1414.58,550.99,48.308
2,243,0.0004,0.0002,100.0,645.58,1603.3,1415.03,550.47,48.481
2,244,-0.0007,0.0003,100.0,646.21,1602.59,1414.68,550.48,48.278
2,245,-0.0017,0.0003,100.0,646.35,1602.8,1415.01,550.93,48.205
2,246,0.0002,-0.0001,100.0,646.66,1602.55,1415.81,550.01,48.468
2,247,-0.0021,-0.0,100.0,646.88,1602.74,1416.75,550.44,48.733
2,248,-0.0058,-0.0003,100.0,645.73,1603.91,1414.83,550.6,48.428
2,249,0.0009,-0.0002,100.0,645.84,1603.06,1414.79,550.66,48.575
2,250,0.0018,0.0002,100.0,645.66,1605.15,1414.6,550.36,48.736
2,251,-0.0047,0.0003,100.0,646.14,1606.4,1415.09,550.51,48.748
2,252,-0.002,-0.0002,100.0,646.48,1603.47,1415.85,549.74,48.704
2,253,0.0012,-0.0001,100.0,646.73,1604.74,1414.69,550.28,49.025
2,254,0.0041,-0.0,100.0,646.28,1605.2,1415.21,550.6,49.236
2,255,0.0,0.0001,100.0,646.19,1605.24,1415.38,550.15,49.049
2,256,-0.0015,-0.0002,100.0,646.42,1604.74,1415.04,550.45,48.985
2,257,-0.0004,0.0001,100.0,646.0,1605.8,1415.25,550.55,48.976
2,258,0.0027,-0.0001,100.0,647.33,1605.49,1416.85,550.3,49.261
2,259,-0.0013,-0.0,100.0,645.69,1603.02,1415.57,550.44,49.43
2,260,-0.0016,0.0001,100.0,646.52,1606.22,1416.67,550.09,49.423
2,261,-0.001,0.0,100.0,647.37,1606.33,1416.87,550.3,49.433
2,262,-0.0019,-0.0001,100.0,646.48,1603.94,1415.81,550.53,49.431
2,263,0.0002,-0.0,100.0,646.41,1605.22,1415.78,550.38,49.438
2,264,0.0032,-0.0,100.0,646.36,1606.26,1415.56,550.14,49.737
2,265,0.0006,-0.0001,100.0,646.46,1605.0,1416.05,550.37,49.815
2,266,-0.0005,-0.0001,100.0,647.18,1607.01,1416.61,550.51,49.588
2,267,-0.0006,0.0003,100.0,645.59,1609.05,1414.23,549.66,50.032
2,268,-0.0031,0.0001,100.0,647.29,1604.35,1417.52,550.61,49.978
2,269,0.0018,-0.0001,100.0,645.98,1603.51,1415.72,550.15,50.145
2,270,-0.0002,0.0001,100.0,646.52,1606.16,1415.79,550.36,49.884
2,271,-0.0004,-0.0001,100.0,646.47,1606.88,1416.6,550.58,49.949
2,272,0.0064,0.0002,100.0,646.95,1605.5,1416.54,549.8,50.163
2,273,0.0006,0.0001,100.0,645.99,1608.17,1415.67,549.98,50.309
2,274,-0.0015,-0.0,100.0,646.94,1603.93,1417.32,550.09,50.532
2,275,-0.0009,0.0001,100.0,647.66,1607.15,1417.93,549.93,50.469
2,276,0.0023,-0.0003,100.0,646.16,1605.22,1416.11,550.67,50.423
2,277,0.0002,-0.0002,100.0,646.88,1608.91,1416.66,549.88,50.397
2,278,-0.0029,-0.0002,100.0,646.51,1609.42,1416.33,549.96,50.736
2,279,0.0018,0.0,100.0,647.02,1605.19,1417.07,550.17,50.541
2,280,-0.0013,0.0003,100.0,646.86,1605.6,1416.61,549.74,50.92
2,281,0.0037,0.0004,100.0,646.59,1607.89,1416.55,549.96,50.758
2,282,0.0022,0.0001,100.0,647.12,1606.01,1416.64,550.16,51.051
2,283,-0.0009,0.0001,100.0,647.73,1606.62,1418.05,549.96,51.01
2,284,0.0026,-0.0004,100.0,646.85,1606.81,1416.95,550.01,50.98
2,285,0.0001,-0.0001,100.0,647.28,1603.79,1417.6,549.87,51.002
2,286,0.0017,-0.0002,100.0,646.4,1606.9,1416.41,549.56,51.091
2,287,0.001,-0.0001,100.0,646.57,1605.9,1416.77,550.1,51.251
3,1,0.0002,-0.0,100.0,640.44,1585.4,1399.79,554.13,46.907
3,2,-0.0012,-0.0002,100.0,641.19,1585.49,1400.65,553.94,47.029
3,3,-0.0003,0.0004,100.0,640.14,1585.03,1398.59,554.26,46.967
3,4,0.0002,0.0003,100.0,641.59,1584.68,1400.26,553.97,46.82
3,5,-0.0043,0.0001,100.0,641.1,1585.44,1400.32,553.95,46.774
3,6,0.0009,-0.0002,100.0,642.66,1586.18,1402.4,553.54,47.077
3,7,-0.002,-0.0,100.0,642.27,1586.48,1402.19,553.91,46.991
3,8,-0.0023,-0.0,100.0,641.19,1586.31,1400.49,554.13,47.001
3,9,-0.0034,0.0001,100.0,641.25,1586.3,1399.8,553.55,47.159
3,10,-0.0036,0.0003,100.0,641.78,1586.41,1401.4,554.2,47.225
3,11,-0.0027,0.0002,100.0,642.14,1586.09,1402.0,553.73,47.059
3,12,-0.0014,-0.0002,100.0,640.67,1586.41,1400.46,553.47,47.06
3,13,0.0039,0.0003,100.0,640.63,1587.41,1399.79,554.01,47.169
3,14,-0.0011,0.0001,100.0,641.19,1586.26,1401.81,553.6,46.954
3,15,0.0004,0.0001,100.0,641.77,1587.65,1400.88,553.89,47.152
3,16,0.0008,0.0003,100.0,641.76,1586.8,1402.52,553.55,47.2
3,17,0.0003,-0.0002,100.0,642.05,1587.77,1402.21,553.6,47.224
3,18,-0.0002,-0.0,100.0,641.06,1586.48,1401.42,553.75,46.918
3,19,-0.0024,-0.0001,100.0,640.59,1587.64,1400.42,553.66,47.068
3,20,0.0029,-0.0003,100.0,642.06,1587.06,1403.06,552.95,47.062
3,21,0.0036,0.0001,100.0,641.33,1586.82,1401.32,553.19,47.188
3,22,-0.0034,0.0005,100.0,640.83,1587.82,1400.32,553.79,47.242
3,23,-0.002,-0.0004,100.0,641.84,1588.39,1403.04,553.45,47.372
3,24,-0.0006,-0.0,100.0,642.16,1587.48,1402.77,553.31,47.142
3,25,-0.0019,0.0001,100.0,641.78,1587.22,1402.46,553.03,47.15
3,26,0.001,0.0,100.0,641.67,1588.14,1402.86,553.1,47.356
3,27,-0.0015,-0.0,100.0,641.83,1588.27,1402.0,552.79,47.262
3,28,0.0043,-0.0003,100.0,641.77,1588.76,1402.78,553.34,47.387
3,29,0.0024,0.0,100.0,641.37,1589.13,1401.68,553.17,47.278
3,30,0.0004,-0.0002,100.0,641.68,1588.65,1402.39,553.04,47.113
3,31,0.0021,-0.0004,100.0,642.27,1589.94,1403.37,553.29,47.1
3,32,0.0022,0.0002,100.0,642.22,1589.07,1402.57,553.39,47.082
3,33,-0.0011,0.0002,100.0,642.18,1588.84,1402.92,553.89,47.356
3,34,-0.0016,0.0,100.0,641.69,1588.17,1403.35,552.79,47.428
3,35,0.0002,0.0,100.0,642.09,1589.13,1403.73,553.57,47.515
3,36,0.0017,0.0002,100.0,641.23,1589.21,1402.1,553.49,47.403
3,37,0.0003,0.0,100.0,642.32,1590.17,1403.83,552.94,47.45
3,38,-0.0032,0.0002,100.0,642.92,1589.97,1404.45,553.21,47.249
3,39,-0.0016,-0.0001,100.0,641.64,1589.01,1403.54,552.99,47.188
3,40,-0.0001,0.0003,100.0,642.08,1590.03,1403.42,553.16,47.437
3,41,-0.0002,0.0001,100.0,642.52,1590.49,1404.31,553.54,47.394
3,42,0.0039,0.0,100.0,642.97,1591.2,1405.44,553.24,47.365
3,43,-0.0028,-0.0003,100.0,642.24,1590.9,1403.51,553.19,47.407
3,44,0.001,0.0001,100.0,642.16,1590.94,1404.62,552.89,47.407
3,45,0.003,-0.0002,100.0,641.62,1590.57,1402.37,552.55,47.531
3,46,0.0045,-0.0001,100.0,642.59,1590.93,1405.35,552.91,47.541
3,47,-0.0008,-0.0002,100.0,643.49,1591.67,1405.66,553.31,47.459
3,48,0.001,-0.0002,100.0,642.73,1589.94,1404.71,552.47,47.504
3,49,0.0011,0.0004,100.0,642.63,1590.77,1403.8,552.59,47.472
3,50,0.0004,0.0003,100.0,642.82,1590.58,1404.83,552.92,47.364
3,51,-0.0002,0.0004,100.0,642.7,1591.55,1404.42,552.56,47.518
3,52,0.0009,-0.0002,100.0,642.38,1592.31,1404.24,552.6,47.268
3,53,-0.0051,0.0,100.0,643.15,1591.06,1405.61,552.69,47.571
3,54,0.0014,-0.0003,100.0,642.91,1589.82,1405.87,552.38,47.309
3,55,0.0003,-0.0001,100.0,642.85,1591.44,1405.46,552.48,47.495
3,56,-0.0004,-0.0002,100.0,642.44,1592.59,1404.99,552.96,47.368
3,57,0.0041,0.0002,100.0,643.5,1592.43,1405.82,552.33,47.544
3,58,-0.0013,-0.0001,100.0,643.24,1592.47,1405.61,552.22,47.482
3,59,-0.0008,0.0002,100.0,642.73,1592.03,1406.29,552.49,47.303
3,60,0.004,0.0001,100.0,643.46,1591.35,1406.09,552.88,47.553
3,61,-0.0017,0.0005,100.0,642.82,1592.91,1406.44,552.58,47.442
3,62,-0.0011,-0.0003,100.0,642.73,1591.94,1405.42,552.48,47.625
3,63,-0.0003,0.0003,100.0,642.77,1594.54,1405.65,552.61,47.528
3,64,0.0017,0.0002,100.0,642.35,1593.34,1405.64,552.05,47.584
3,65,0.0004,-0.0002,100.0,643.39,1592.5,1407.25,552.7,47.43
3,66,-0.0026,0.0002,100.0,642.39,1592.6,1405.21,552.64,47.482
3,67,-0.0011,0.0001,100.0,642.69,1593.16,1405.54,552.38,47.506
3,68,-0.0012,-0.0,100.0,642.35,1593.15,1405.28,552.78,47.673
3,69,-0.0002,-0.0002,100.0,643.27,1594.44,1406.82,552.12,47.779
3,70,0.0009,-0.0001,100.0,643.28,1593.77,1407.16,552.77,47.49
3,71,0.0008,0.0004,100.0,643.23,1593.09,1406.69,552.46,47.724
3,72,-0.0036,0.0,100.0,642.94,1595.52,1406.65,552.29,47.343
3,73,0.0021,0.0002,100.0,642.92,1594.02,1407.18,552.36,47.468
3,74,0.0005,-0.0002,100.0,643.69,1594.78,1407.68,552.31,47.505
3,75,0.0028,-0.0002,100.0,643.27,1593.67,1407.1,552.69,47.466
3,76,0.0009,0.0002,100.0,643.69,1594.67,1406.83,551.98,47.447
3,77,0.0022,-0.0003,100.0,643.18,1594.75,1405.61,552.05,47.695
3,78,0.0009,-0.0001,100.0,643.7,1592.84,1407.9,552.57,47.628
3,79,0.0027,0.0,100.0,644.23,1596.58,1408.45,552.06,47.708
3,80,0.001,0.0,100.0,643.95,1596.04,1407.89,552.48,47.753
3,81,-0.0002,-0.0,100.0,643.53,1594.58,1407.74,552.7,47.711
3,82,0.0045,0.0001,100.0,643.86,1594.03,1408.1,552.05,47.766
3,83,0.0018,0.0001,100.0,643.67,1595.53,1408.48,552.35,47.687
3,84,0.0011,0.0001,100.0,643.82,1595.41,1408.21,551.78,47.561
3,85,-0.0026,-0.0002,100.0,643.7,1595.79,1407.68,552.33,47.839
3,86,-0.0026,-0.0001,100.0,643.81,1595.76,1408.75,552.14,47.65
3,87,0.0006,0.0002,100.0,644.01,1596.19,1408.48,552.2,47.617
3,88,0.0003,0.0002,100.0,643.5,1597.25,1408.19,551.84,47.716
3,89,-0.0012,-0.0003,100.0,643.53,1596.5,1407.78,551.51,47.636
3,90,0.0003,0.0001,100.0,643.39,1595.01,1407.55,552.14,47.704
3,91,0.0032,-0.0004,100.0,643.33,1597.56,1407.88,551.35,47.804
3,92,0.0014,0.0,100.0,643.54,1597.98,1408.19,551.85,47.813
3,93,-0.0023,0.0004,100.0,644.19,1599.66,1409.38,552.2,47.672
3,94,-0.0002,-0.0002,100.0,643.75,1595.4,1408.44,551.96,47.729
3,95,-0.0016,-0.0002,100.0,644.42,1596.93,1408.65,552.46,47.925
3,96,-0.0008,0.0002,100.0,644.23,1594.63,1409.13,552.16,47.864
3,97,-0.0008,-0.0003,100.0,643.37,1597.5,1408.59,551.64,48.062
3,98,-0.001,-0.0001,100.0,644.58,1596.47,1409.79,551.82,47.963
3,99,-0.0025,0.0001,100.0,644.68,1599.21,1410.01,551.77,47.967
3,100,-0.0003,-0.0001,100.0,643.9,1596.46,1409.58,551.29,47.671
3,101,-0.0011,-0.0,100.0,644.57,1595.59,1409.72,551.46,47.938
3,102,-0.0059,0.0001,100.0,644.03,1597.03,1408.6,551.55,47.848
3,103,0.0041,0.0001,100.0,644.5,1595.5,1410.0,551.09,47.797
3,104,0.0022,0.0001,100.0,643.92,1598.61,1409.07,551.69,47.892
3,105,-0.0008,-0.0001,100.0,643.71,1595.63,1408.59,551.58,47.993
3,106,0.0,0.0001,100.0,644.38,1598.06,1409.97,551.13,47.948
3,107,-0.0023,-0.0,100.0,644.53,1595.83,1410.57,551.73,47.791
3,108,0.0034,0.0001,100.0,644.44,1597.91,1410.24,551.8,47.994
3,109,0.0038,-0.0001,100.0,644.12,1600.25,1410.0,551.63,47.837
3,110,0.0003,-0.0,100.0,644.51,1598.93,1411.35,551.44,47.948
3,111,0.002,-0.0002,100.0,644.84,1597.65,1410.79,551.7,47.894
3,112,0.0004,-0.0,100.0,644.73,1598.73,1410.99,551.7,47.912
3,113,-0.0027,-0.0002,100.0,644.87,1598.91,1410.84,551.57,48.039
3,114,-0.0008,-0.0002,100.0,644.52,1599.56,1410.24,551.21,47.83
3,115,0.0003,0.0001,100.0,645.38,1597.53,1411.62,551.51,48.197
3,116,-0.0009,0.0,100.0,644.36,1599.95,1410.3,551.77,47.754
3,117,-0.0004,0.0002,100.0,645.14,1596.18,1411.86,551.21,47.909
3,118,-0.0002,-0.0001,100.0,645.49,1598.75,1413.39,551.99,48.033
3,119,-0.0002,0.0001,100.0,645.21,1599.04,1411.52,551.18,48.067
3,120,0.0001,0.0001,100.0,644.93,1600.51,1411.33,551.33,47.994
3,121,-0.0021,0.0001,100.0,644.82,1599.9,1411.4,551.09,48.007
3,122,-0.0014,-0.0002,100.0,645.56,1598.28,1412.72,551.34,48.072
3,123,-0.0026,0.0,100.0,644.48,1598.91,1411.19,550.73,48.003
3,124,0.002,0.0001,100.0,644.72,1600.48,1412.08,551.07,48.206
3,125,-0.0042,0.0,100.0,645.01,1600.27,1410.69,550.88,48.148
3,126,0.0023,-0.0004,100.0,645.78,1599.77,1411.83,551.22,48.161
3,127,0.0028,0.0,100.0,645.43,1600.01,1412.34,551.46,47.948
3,128,-0.0006,0.0004,100.0,644.85,1601.61,1412.37,551.33,48.063
3,129,-0.0052,-0.0001,100.0,645.18,1600.2,1411.56,550.41,48.045
3,130,-0.0007,-0.0001,100.0,645.08,1600.87,1410.74,551.71,47.969
3,131,-0.0001,0.0001,100.0,645.07,1603.87,1412.57,551.16,48.141
3,132,-0.002,0.0001,100.0,645.87,1599.39,1413.58,550.82,48.042
3,133,-0.001,0.0002,100.0,644.84,1598.95,1411.52,551.08,48.193
3,134,0.0031,-0.0003,100.0,646.22,1602.49,1413.55,551.06,47.994
3,135,0.0013,0.0001,100.0,645.9,1600.71,1413.16,550.78,48.338
3,136,-0.0018,0.0001,100.0,646.05,1601.3,1413.96,551.02,48.032
3,137,-0.0032,-0.0,100.0,645.38,1600.81,1412.71,550.76,48.174
3,138,-0.0007,0.0001,100.0,645.56,1601.62,1413.57,550.79,48.251
3,139,-0.0004,0.0002,100.0,645.01,1604.21,1411.18,550.69,48.096
3,140,0.001,0.0002,100.0,645.46,1603.28,1412.85,550.44,48.275
3,141,-0.0011,-0.0002,100.0,645.95,1603.49,1413.46,550.89,48.034
3,142,0.001,0.0002,100.0,646.34,1600.54,1414.49,551.0,48.364
3,143,0.0039,-0.0,100.0,645.3,1601.01,1412.94,550.96,48.2
3,144,0.0016,0.0,100.0,645.66,1598.82,1414.16,551.03,48.135
3,145,-0.0001,0.0,100.0,645.79,1601.71,1413.07,550.86,48.179
3,146,-0.0004,-0.0,100.0,645.27,1604.26,1413.34,550.58,48.321
3,147,-0.0007,0.0002,100.0,646.19,1603.78,1414.94,550.97,48.162
3,148,0.0024,-0.0,100.0,645.64,1602.88,1414.87,550.29,48.15
3,149,-0.0013,-0.0002,100.0,645.91,1603.28,1414.12,550.4,48.222
3,150,0.0001,-0.0001,100.0,645.82,1602.47,1414.45,550.36,48.116
3,151,0.0001,0.0,100.0,645.71,1603.85,1413.28,550.95,48.484
3,152,-0.001,0.0002,100.0,646.09,1604.77,1413.57,550.89,48.206
3,153,-0.0027,0.0001,100.0,646.03,1601.5,1415.16,550.73,48.467
3,154,0.0006,-0.0002,100.0,645.99,1604.36,1414.73,550.88,48.502
3,155,-0.0001,0.0005,100.0,645.87,1605.39,1415.2,550.27,48.467
3,156,0.001,0.0001,100.0,646.37,1603.57,1414.67,550.62,48.694
3,157,-0.0011,0.0003,100.0,647.01,1605.31,1416.57,550.45,48.897
3,158,0.0024,-0.0,100.0,646.36,1608.53,1416.38,550.72,48.89
3,159,-0.0018,0.0001,100.0,646.78,1604.39,1416.3,550.41,49.164
3,160,0.0034,0.0002,100.0,645.74,1605.24,1414.82,550.31,49.253
3,161,-0.0035,0.0002,100.0,646.47,1603.7,1415.76,550.56,49.349
3,162,0.0009,0.0002,100.0,645.94,1605.18,1414.28,550.64,49.293
3,163,0.001,0.0002,100.0,645.8,1605.72,1415.59,550.16,49.327
3,164,-0.0016,-0.0001,100.0,646.16,1605.45,1415.16,550.32,49.492
3,165,0.0008,-0.0001,100.0,647.07,1603.74,1417.05,550.0,49.698
3,166,0.0026,0.0001,100.0,646.99,1605.71,1415.95,549.54,49.849
3,167,-0.0044,0.0002,100.0,646.71,1607.75,1415.8,550.33,49.632
3,168,0.001,-0.0,100.0,645.94,1606.33,1416.08,550.43,50.001
3,169,-0.005,0.0002,100.0,646.58,1607.25,1416.14,550.3,50.13
3,170,-0.0019,0.0003,100.0,646.83,1605.53,1417.44,549.62,50.186
3,171,0.0033,-0.0002,100.0,646.81,1607.18,1416.69,550.07,50.483
3,172,-0.0012,-0.0002,100.0,645.94,1606.57,1414.64,549.49,50.488
3,173,-0.0023,-0.0,100.0,646.4,1604.78,1416.7,550.54,50.704
3,174,-0.0004,0.0001,100.0,646.8,1606.88,1416.57,549.79,50.629
3,175,0.0041,-0.0001,100.0,647.11,1604.95,1417.7,550.47,50.877
3,176,-0.0037,0.0003,100.0,645.91,1605.63,1415.74,550.35,51.069
3,177,-0.0021,0.0001,100.0,646.86,1607.05,1416.33,549.77,51.14
3,178,0.003,0.0,100.0,647.03,1607.35,1417.47,549.68,50.96
3,179,0.0037,-0.0003,100.0,647.38,1605.1,1419.03,550.11,51.17
4,1,-0.0007,-0.0,100.0,640.95,1585.61,1399.73,553.86,46.979
4,2,0.001,0.0,100.0,640.69,1584.88,1400.2,553.74,46.907
4,3,0.0014,0.0,100.0,641.46,1585.42,1401.75,553.91,47.116
4,4,-0.0017,0.0002,100.0,641.59,1585.58,1401.22,554.11,46.803
4,5,0.0001,0.0002,100.0,640.2,1586.01,1399.13,553.9,47.112
4,6,-0.004,-0.0002,100.0,641.16,1585.25,1400.49,553.82,46.909
4,7,0.0029,0.0002,100.0,641.7,1586.19,1400.08,553.89,47.198
4,8,-0.001,-0.0002,100.0,641.14,1585.56,1400.9,553.67,47.074
4,9,0.0001,0.0001,100.0,641.58,1585.31,1401.25,553.73,47.139
4,10,-0.0006,0.0001,100.0,641.43,1586.34,1401.23,553.19,47.079
4,11,0.0023,-0.0004,100.0,641.46,1586.7,1400.74,554.09,46.865
4,12,-0.0057,0.0,100.0,641.21,1587.42,1400.6,553.87,46.979
4,13,-0.0,-0.0001,100.0,640.81,1585.75,1400.07,553.53,47.17
4,14,-0.0002,-0.0002,100.0,640.88,1586.75,1400.92,554.31,47.116
4,15,-0.0009,0.0003,100.0,641.73,1586.32,1401.45,553.75,47.245
4,16,0.0035,-0.0001,100.0,641.45,1587.0,1402.33,553.4,47.158
4,17,-0.0018,-0.0002,100.0,641.41,1585.99,1401.49,553.95,47.001
4,18,0.0015,0.0,100.0,641.3,1586.19,1400.53,553.79,47.028
4,19,0.0007,0.0001,100.0,641.39,1586.53,1401.27,553.77,47.143
4,20,0.0025,-0.0,100.0,642.02,1587.06,1401.93,553.51,46.86
4,21,-0.0013,0.0002,100.0,641.43,1586.79,1400.37,553.75,47.345
4,22,-0.0015,0.0001,100.0,641.0,1587.56,1401.71,553.52,47.204
4,23,0.0022,-0.0004,100.0,641.97,1587.86,1402.66,553.74,47.306
4,24,0.0009,-0.0001,100.0,641.57,1587.74,1402.06,552.99,46.975
4,25,-0.0031,-0.0001,100.0,641.7,1588.39,1402.09,553.41,47.321
4,26,-0.0011,0.0001,100.0,642.44,1587.85,1402.4,554.04,47.447
4,27,0.0008,-0.0005,100.0,641.73,1587.06,1401.89,553.27,47.027
