unit_nr,time_cycles,setting_1,setting_2,setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
2,88,0.0008,0.0005,100.0,518.67,641.39,1589.1,1401.17,14.62,21.6,551.61,2388.15,9054.7,1.3,47.48,518.65,2388.03,8138.14,8.432,0.03,394,2388,100.0,38.57,23.1828
2,89,-0.0025,0.0002,100.0,518.67,641.63,1589.87,1401.6,14.62,21.6,550.81,2388.08,9065.06,1.3,47.61,518.84,2388.01,8142.4,8.478,0.03,391,2388,100.0,38.68,23.1437
2,90,0.0024,-0.0003,100.0,518.67,640.68,1589.6,1406.81,14.62,21.6,550.9,2388.23,9054.45,1.3,47.61,518.48,2387.96,8132.66,8.47,0.03,393,2388,100.0,38.61,23.1564
2,91,-0.0003,-0.0004,100.0,518.67,641.6,1582.96,1397.51,14.62,21.6,551.77,2388.09,9045.81,1.3,47.43,518.65,2387.98,8125.89,8.499,0.03,394,2388,100.0,38.58,23.1793
2,92,-0.0038,0.0002,100.0,518.67,641.28,1589.77,1404.78,14.62,21.6,550.91,2388.13,9054.82,1.3,47.5,518.66,2388.02,8134.64,8.478,0.03,393,2388,100.0,38.62,23.1796
2,93,0.0018,-0.0003,100.0,518.67,641.7,1585.33,1408.18,14.62,21.6,550.26,2388.1,9053.38,1.3,47.43,519.41,2388.03,8125.18,8.483,0.03,394,2388,100.0,38.6,23.1963
2,94,0.0011,-0.0007,100.0,518.67,641.36,1587.24,1407.81,14.62,21.6,552.91,2388.12,9058.4,1.3,47.68,519.88,2388.11,8146.3,8.486,0.03,393,2388,100.0,38.57,23.0949
2,95,-0.0014,-0.0004,100.0,518.67,641.48,1583.92,1406.72,14.62,21.6,551.44,2388.07,9081.9,1.3,47.71,518.06,2388.08,8127.67,8.452,0.03,392,2388,100.0,38.64,23.1004
2,96,0.0019,0.0003,100.0,518.67,641.85,1586.46,1407.92,14.62,21.6,551.04,2388.06,9070.24,1.3,47.56,518.98,2388.03,8120.39,8.467,0.03,393,2388,100.0,38.51,23.1323
2,97,-0.0034,-0.0003,100.0,518.67,641.67,1590.87,1404.52,14.62,21.6,550.68,2388.08,9062.59,1.3,47.66,518.39,2388.01,8138.28,8.46,0.03,393,2388,100.0,38.7,23.1724
2,98,0.0003,-0.0004,100.0,518.67,641.57,1592.29,1404.64,14.62,21.6,552.04,2388.19,9059.95,1.3,47.62,519.32,2388.09,8129.11,8.472,0.03,394,2388,100.0,38.49,23.1221
2,99,0.0022,-0.0007,100.0,518.67,641.9,1592.51,1404.37,14.62,21.6,551.24,2388.16,9065.45,1.3,47.36,518.88,2388.06,8136.17,8.464,0.03,395,2388,100.0,38.67,23.0905
2,100,-0.0027,-0.0001,100.0,518.67,641.63,1589.9,1411.28,14.62,21.6,551.79,2388.12,9046.55,1.3,47.52,519.09,2388.07,8141.26,8.478,0.03,393,2388,100.0,38.58,23.1412
2,101,-0.0013,-0.0001,100.0,518.67,641.29,1592.58,1405.16,14.62,21.6,552.1,2388.1,9049.67,1.3,47.28,517.8,2388.0,8151.82,8.491,0.03,394,2388,100.0,38.41,23.0641
2,102,0.0018,0.0001,100.0,518.67,641.5,1590.96,1412.94,14.62,21.6,551.2,2388.12,9076.96,1.3,47.28,518.85,2388.07,8142.13,8.469,0.03,393,2388,100.0,38.64,23.2779
2,103,0.0016,-0.0003,100.0,518.67,641.43,1587.95,1399.28,14.62,21.6,551.57,2388.04,9066.28,1.3,47.62,518.12,2388.06,8154.56,8.512,0.03,393,2388,100.0,38.56,23.1244
2,104,-0.001,-0.0006,100.0,518.67,642.05,1589.81,1408.12,14.62,21.6,550.66,2388.1,9045.18,1.3,47.86,517.85,2388.02,8130.15,8.529,0.03,393,2388,100.0,38.47,23.1815
2,105,0.0015,0.0002,100.0,518.67,641.73,1596.57,1415.33,14.62,21.6,552.05,2388.13,9062.04,1.3,47.35,518.35,2388.03,8145.42,8.524,0.03,392,2388,100.0,38.57,23.1732
2,106,-0.0004,0.0002,100.0,518.67,641.64,1590.46,1405.56,14.62,21.6,550.37,2388.15,9058.28,1.3,47.55,518.2,2388.06,8148.1,8.482,0.03,392,2388,100.0,38.63,23.1051
2,107,0.0001,0.0005,100.0,518.67,641.55,1590.34,1402.0,14.62,21.6,551.38,2388.03,9059.81,1.3,47.59,518.41,2388.13,8139.61,8.538,0.03,393,2388,100.0,38.58,23.1178
2,108,-0.0021,0.0003,100.0,518.67,642.15,1589.46,1408.79,14.62,21.6,550.56,2388.02,9052.63,1.3,47.4,519.22,2388.07,8131.49,8.521,0.03,393,2388,100.0,38.5,23.1153
2,109,0.0021,0.0002,100.0,518.67,641.63,1589.79,1408.44,14.62,21.6,550.34,2388.12,9049.77,1.3,47.59,518.1,2388.2,8135.22,8.453,0.03,393,2388,100.0,38.6,23.1938
2,110,-0.0012,-0.0005,100.0,518.67,641.78,1585.46,1405.15,14.62,21.6,550.89,2388.15,9052.96,1.3,47.55,518.31,2388.08,8136.92,8.509,0.03,394,2388,100.0,38.59,23.131
2,111,-0.0032,0.0,100.0,518.67,641.7,1591.83,1404.19,14.62,21.6,550.56,2388.14,9066.78,1.3,47.53,518.75,2388.08,8134.31,8.49,0.03,394,2388,100.0,38.58,23.2204
2,112,-0.0017,0.0002,100.0,518.67,641.45,1587.08,1406.98,14.62,21.6,552.63,2388.11,9049.54,1.3,47.63,517.23,2388.07,8136.05,8.521,0.03,394,2388,100.0,38.51,23.0973
2,113,-0.0015,-0.0003,100.0,518.67,641.67,1585.9,1405.43,14.62,21.6,551.18,2388.21,9048.25,1.3,47.35,518.18,2388.08,8138.53,8.485,0.03,393,2388,100.0,38.58,23.1552
2,114,-0.0039,-0.0001,100.0,518.67,641.65,1587.01,1414.07,14.62,21.6,550.8,2388.15,9054.01,1.3,47.36,518.01,2388.13,8131.92,8.474,0.03,394,2388,100.0,38.52,23.0759
2,115,0.0003,0.0002,100.0,518.67,642.2,1592.29,1411.85,14.62,21.6,550.18,2388.12,9059.67,1.3,47.46,518.11,2388.1,8140.34,8.515,0.03,394,2388,100.0,38.5,23.074
2,116,-0.0024,0.0005,100.0,518.67,641.61,1589.18,1403.56,14.62,21.6,550.12,2388.1,9062.22,1.3,47.68,518.65,2388.17,8142.14,8.469,0.03,393,2388,100.0,38.56,23.2013
2,117,-0.0028,0.0004,100.0,518.67,641.66,1592.41,1406.93,14.62,21.6,551.19,2388.16,9066.75,1.3,47.61,517.85,2388.0,8145.95,8.515,0.03,393,2388,100.0,38.49,23.0728
2,118,-0.003,-0.0002,100.0,518.67,641.33,1588.7,1404.45,14.62,21.6,551.92,2388.19,9052.81,1.3,47.65,518.33,2388.14,8126.34,8.536,0.03,393,2388,100.0,38.42,23.1306
2,119,0.0026,0.0008,100.0,518.67,641.32,1592.07,1405.82,14.62,21.6,549.8,2388.06,9052.91,1.3,47.62,517.78,2388.12,8148.54,8.522,0.03,395,2388,100.0,38.56,23.0318
2,120,0.0027,-0.0002,100.0,518.67,641.85,1594.74,1409.35,14.62,21.6,550.1,2388.19,9057.85,1.3,47.63,518.45,2388.12,8139.62,8.498,0.03,393,2388,100.0,38.59,23.1186
2,121,-0.0005,0.0003,100.0,518.67,641.6,1587.5,1404.55,14.62,21.6,550.46,2388.19,9052.83,1.3,47.65,517.72,2388.07,8118.2,8.499,0.03,394,2388,100.0,38.56,23.1004
2,122,-0.0024,0.0003,100.0,518.67,641.69,1590.7,1407.61,14.62,21.6,550.73,2388.15,9045.38,1.3,47.56,517.9,2388.1,8150.7,8.483,0.03,393,2388,100.0,38.48,23.0474
2,123,-0.0007,0.0002,100.0,518.67,641.38,1591.43,1400.91,14.62,21.6,550.37,2388.21,9057.23,1.3,47.34,517.0,2388.09,8143.79,8.518,0.03,394,2388,100.0,38.61,23.0587
2,124,0.0018,-0.0005,100.0,518.67,641.42,1584.76,1406.68,14.62,21.6,550.61,2388.13,9052.08,1.3,47.61,517.23,2388.15,8132.84,8.493,0.03,395,2388,100.0,38.41,23.0277
2,125,-0.0022,-0.0,100.0,518.67,641.76,1592.45,1418.13,14.62,21.6,550.88,2388.1,9054.89,1.3,47.55,517.5,2388.17,8146.64,8.51,0.03,395,2388,100.0,38.39,23.0157
2,126,-0.0044,-0.0002,100.0,518.67,641.7,1590.58,1408.5,14.62,21.6,550.97,2388.14,9065.52,1.3,47.39,518.08,2388.03,8131.82,8.526,0.03,394,2388,100.0,38.44,23.0808
2,127,-0.0031,0.0003,100.0,518.67,641.61,1593.67,1405.86,14.62,21.6,550.0,2388.18,9054.06,1.3,47.73,517.71,2387.99,8129.79,8.475,0.03,394,2388,100.0,38.41,23.125
2,128,-0.0002,-0.0001,100.0,518.67,641.83,1593.24,1407.95,14.62,21.6,549.37,2388.1,9054.87,1.3,47.66,517.71,2388.12,8129.33,8.51,0.03,395,2388,100.0,38.53,23.074
2,129,-0.0012,-0.0002,100.0,518.67,641.46,1588.77,1411.11,14.62,21.6,549.59,2388.22,9062.45,1.3,47.47,517.63,2388.1,8157.2,8.479,0.03,395,2388,100.0,38.61,23.0438
2,130,-0.0006,-0.0003,100.0,518.67,641.63,1590.33,1410.79,14.62,21.6,549.93,2388.04,9059.8,1.3,47.69,517.95,2388.07,8138.29,8.559,0.03,394,2388,100.0,38.46,23.0485
2,131,-0.0003,0.0005,100.0,518.67,641.64,1590.42,1406.29,14.62,21.6,551.52,2388.16,9060.7,1.3,47.66,516.61,2388.13,8138.46,8.527,0.03,393,2388,100.0,38.46,23.0512
2,132,0.002,-0.0001,100.0,518.67,642.21,1591.81,1403.18,14.62,21.6,549.93,2388.03,9072.91,1.3,47.75,518.05,2388.1,8120.31,8.5,0.03,395,2388,100.0,38.4,22.9434
2,133,-0.0005,-0.0,100.0,518.67,641.73,1592.75,1410.89,14.62,21.6,551.01,2388.06,9064.23,1.3,47.74,517.14,2388.02,8128.0,8.496,0.03,394,2388,100.0,38.43,23.0255
2,134,-0.0012,0.0003,100.0,518.67,641.7,1590.07,1407.96,14.62,21.6,549.82,2388.21,9061.96,1.3,47.65,518.98,2388.04,8132.76,8.48,0.03,395,2388,100.0,38.61,23.15
2,135,0.0024,-0.0001,100.0,518.67,641.61,1585.63,1416.61,14.62,21.6,549.94,2388.21,9052.57,1.3,47.72,517.62,2388.13,8136.29,8.474,0.03,394,2388,100.0,38.56,23.0633
2,136,0.0016,-0.0003,100.0,518.67,641.7,1588.81,1411.52,14.62,21.6,550.62,2388.2,9065.96,1.3,47.71,517.18,2388.09,8130.71,8.508,0.03,394,2388,100.0,38.4,22.9652
2,137,-0.0013,0.0001,100.0,518.67,641.38,1590.78,1416.19,14.62,21.6,551.17,2388.16,9069.84,1.3,47.58,517.34,2387.96,8151.39,8.566,0.03,393,2388,100.0,38.45,23.0236
2,138,0.0008,0.0003,100.0,518.67,641.29,1592.0,1407.55,14.62,21.6,550.43,2388.13,9059.75,1.3,47.65,518.12,2388.12,8139.86,8.482,0.03,394,2388,100.0,38.54,23.0615
2,139,0.0013,0.0005,100.0,518.67,641.99,1591.09,1406.67,14.62,21.6,550.02,2388.13,9063.78,1.3,47.66,517.45,2388.01,8125.99,8.535,0.03,395,2388,100.0,38.46,23.0742
2,140,0.0019,-0.0002,100.0,518.67,641.82,1588.63,1412.24,14.62,21.6,550.28,2388.11,9066.39,1.3,47.96,517.08,2388.08,8140.1,8.546,0.03,394,2388,100.0,38.23,23.1241
2,141,0.0015,-0.0005,100.0,518.67,641.59,1595.6,1414.63,14.62,21.6,549.96,2388.15,9059.76,1.3,47.84,517.12,2388.06,8149.49,8.521,0.03,395,2388,100.0,38.4,23.0516
2,142,-0.0018,0.0,100.0,518.67,641.37,1589.47,1403.16,14.62,21.6,550.47,2388.06,9071.56,1.3,48.02,517.56,2388.07,8171.31,8.484,0.03,394,2388,100.0,38.47,23.1199
2,143,0.0007,-0.0001,100.0,518.67,641.51,1589.95,1404.94,14.62,21.6,549.68,2388.07,9071.0,1.3,47.63,516.88,2388.09,8138.29,8.472,0.03,394,2388,100.0,38.37,23.1364
2,144,0.001,-0.0001,100.0,518.67,641.57,1590.71,1411.48,14.62,21.6,549.86,2388.15,9056.21,1.3,47.66,516.44,2388.15,8141.11,8.502,0.03,396,2388,100.0,38.46,22.9973
2,145,0.0017,0.0001,100.0,518.67,641.86,1589.79,1410.9,14.62,21.6,550.29,2388.06,9057.64,1.3,47.93,517.08,2388.07,8132.2,8.49,0.03,392,2388,100.0,38.43,23.0542
2,146,-0.0001,-0.0,100.0,518.67,641.77,1594.17,1408.4,14.62,21.6,549.76,2388.18,9072.49,1.3,47.63,517.49,2388.12,8125.72,8.528,0.03,393,2388,100.0,38.3,23.064
2,147,-0.0008,0.0001,100.0,518.67,641.76,1588.22,1409.04,14.62,21.6,550.74,2388.09,9059.7,1.3,47.58,517.7,2388.09,8131.46,8.554,0.03,394,2388,100.0,38.48,22.9948
2,148,-0.0028,0.0,100.0,518.67,641.69,1593.07,1408.96,14.62,21.6,548.9,2388.25,9060.03,1.3,47.81,516.97,2388.12,8122.1,8.542,0.03,394,2388,100.0,38.44,23.0771
2,149,-0.0025,-0.0002,100.0,518.67,641.89,1597.52,1408.79,14.62,21.6,549.78,2388.25,9047.44,1.3,47.73,516.55,2387.98,8141.36,8.534,0.03,394,2388,100.0,38.42,23.1953
2,150,-0.0005,0.0002,100.0,518.67,641.62,1592.16,1408.45,14.62,21.6,550.91,2388.22,9062.59,1.3,47.42,517.16,2388.24,8135.07,8.564,0.03,395,2388,100.0,38.45,22.9966
2,151,-0.0049,0.0002,100.0,518.67,641.59,1591.84,1404.47,14.62,21.6,549.81,2388.17,9052.66,1.3,47.88,517.02,2388.02,8136.58,8.533,0.03,394,2388,100.0,38.54,23.0251
2,152,-0.0002,-0.0003,100.0,518.67,642.0,1591.91,1407.85,14.62,21.6,550.63,2388.1,9056.92,1.3,47.78,516.69,2388.03,8112.46,8.554,0.03,394,2388,100.0,38.66,22.9855
2,153,-0.0018,-0.0002,100.0,518.67,641.86,1589.99,1412.05,14.62,21.6,548.91,2388.07,9043.94,1.3,47.67,517.12,2388.08,8152.92,8.57,0.03,394,2388,100.0,38.28,23.0051
2,154,-0.0012,-0.0002,100.0,518.67,641.63,1589.48,1408.11,14.62,21.6,549.83,2388.18,9054.52,1.3,47.9,516.75,2388.03,8142.62,8.51,0.03,394,2388,100.0,38.22,23.1013
2,155,0.0013,-0.0005,100.0,518.67,641.44,1596.5,1406.77,14.62,21.6,548.32,2388.14,9060.06,1.3,47.83,516.52,2388.03,8143.51,8.565,0.03,393,2388,100.0,38.5,23.0318
2,156,0.0022,-0.0,100.0,518.67,641.18,1591.07,1414.02,14.62,21.6,549.42,2388.15,9038.76,1.3,47.96,516.74,2388.13,8137.11,8.574,0.03,394,2388,100.0,38.39,22.9835
2,157,0.0016,-0.0006,100.0,518.67,641.98,1588.27,1414.86,14.62,21.6,550.01,2388.17,9048.02,1.3,47.64,517.51,2388.12,8152.38,8.549,0.03,393,2388,100.0,38.34,23.0316
2,158,-0.0046,0.0005,100.0,518.67,641.94,1595.29,1403.59,14.62,21.6,550.93,2388.1,9068.28,1.3,47.75,516.37,2388.13,8148.26,8.52,0.03,395,2388,100.0,38.27,22.95
2,159,0.0003,0.0,100.0,518.67,641.65,1594.08,1412.1,14.62,21.6,549.49,2388.2,9058.62,1.3,48.02,516.72,2388.22,8138.73,8.497,0.03,395,2388,100.0,38.41,23.0656
2,160,0.0024,0.0001,100.0,518.67,641.69,1594.62,1410.04,14.62,21.6,548.25,2388.19,9057.16,1.3,47.97,517.41,2388.12,8144.2,8.509,0.03,396,2388,100.0,38.56,23.0409
2,161,0.0032,-0.0002,100.0,518.67,641.64,1591.85,1411.84,14.62,21.6,549.83,2388.18,9054.36,1.3,47.83,517.5,2388.12,8152.25,8.504,0.03,395,2388,100.0,38.3,22.9638
2,162,-0.0013,-0.0003,100.0,518.67,641.71,1591.13,1413.51,14.62,21.6,548.53,2388.23,9055.72,1.3,47.76,517.27,2388.12,8151.6,8.555,0.03,394,2388,100.0,38.57,23.0275
2,163,-0.0003,0.0003,100.0,518.67,641.91,1593.01,1420.19,14.62,21.6,549.27,2388.18,9071.07,1.3,47.57,516.04,2388.08,8118.91,8.529,0.03,395,2388,100.0,38.32,22.9447
2,164,0.0001,0.0003,100.0,518.67,641.43,1594.32,1413.55,14.62,21.6,550.16,2388.28,9059.72,1.3,47.79,516.79,2388.11,8156.97,8.503,0.03,394,2388,100.0,38.5,23.0653
2,165,-0.0007,0.0003,100.0,518.67,641.95,1596.4,1410.65,14.62,21.6,550.99,2388.2,9063.04,1.3,47.87,516.79,2388.23,8140.78,8.536,0.03,394,2388,100.0,38.47,23.0559
2,166,-0.001,0.0002,100.0,518.67,641.49,1592.5,1412.22,14.62,21.6,548.91,2388.11,9055.56,1.3,47.6,517.62,2388.19,8142.52,8.581,0.03,394,2388,100.0,38.37,22.9941
2,167,-0.0006,-0.0005,100.0,518.67,641.94,1591.86,1413.46,14.62,21.6,549.25,2388.13,9063.38,1.3,47.88,516.36,2388.12,8141.52,8.524,0.03,394,2388,100.0,38.39,22.9524
2,168,0.0007,-0.0003,100.0,518.67,642.14,1599.04,1407.09,14.62,21.6,548.88,2388.23,9052.76,1.3,47.85,516.47,2388.11,8126.41,8.571,0.03,394,2388,100.0,38.42,22.9901
2,169,-0.0002,0.0,100.0,518.67,641.69,1592.7,1416.72,14.62,21.6,549.99,2388.25,9056.43,1.3,47.6,517.03,2388.09,8161.26,8.548,0.03,394,2388,100.0,38.28,23.0601
2,170,-0.0011,0.0,100.0,518.67,642.13,1590.66,1410.48,14.62,21.6,549.67,2388.21,9061.27,1.3,47.8,516.67,2388.04,8141.98,8.605,0.03,394,2388,100.0,38.31,22.9603
2,171,0.0014,0.0001,100.0,518.67,641.85,1589.4,1411.09,14.62,21.6,549.32,2388.22,9053.1,1.3,47.6,517.62,2388.09,8152.57,8.544,0.03,394,2388,100.0,38.4,22.9579
2,172,0.0003,-0.0001,100.0,518.67,641.57,1593.2,1409.73,14.62,21.6,548.48,2388.26,9070.2,1.3,47.92,516.65,2388.03,8162.42,8.548,0.03,394,2388,100.0,38.39,23.0587
2,173,-0.0,0.0004,100.0,518.67,642.17,1589.0,1408.16,14.62,21.6,547.55,2388.17,9051.81,1.3,47.74,516.63,2388.1,8132.41,8.518,0.03,396,2388,100.0,38.51,22.9405
2,174,0.0032,-0.0001,100.0,518.67,641.94,1592.09,1408.27,14.62,21.6,549.23,2388.16,9052.9,1.3,47.69,515.94,2388.12,8124.73,8.544,0.03,396,2388,100.0,38.45,22.9953
2,175,-0.0002,0.0006,100.0,518.67,642.04,1591.33,1405.27,14.62,21.6,549.62,2388.15,9065.74,1.3,47.76,516.64,2388.0,8136.48,8.582,0.03,394,2388,100.0,38.36,22.9573
2,176,0.0007,-0.0001,100.0,518.67,641.69,1596.36,1414.75,14.62,21.6,549.39,2388.21,9068.63,1.3,47.59,517.21,2388.09,8134.9,8.632,0.03,395,2388,100.0,38.32,22.8831
2,177,0.0028,-0.0004,100.0,518.67,641.67,1591.41,1416.77,14.62,21.6,548.97,2388.2,9058.76,1.3,47.83,516.72,2388.17,8150.86,8.569,0.03,394,2388,100.0,38.4,22.987
2,178,-0.0022,-0.0001,100.0,518.67,641.95,1595.17,1410.43,14.62,21.6,549.07,2388.19,9065.13,1.3,47.94,517.17,2388.09,8131.91,8.524,0.03,395,2388,100.0,38.46,22.9741
2,179,-0.0005,0.0004,100.0,518.67,642.06,1593.79,1406.46,14.62,21.6,548.45,2388.13,9060.95,1.3,47.75,516.52,2388.05,8150.86,8.59,0.03,393,2388,100.0,38.42,22.9476
2,180,0.0017,-0.0,100.0,518.67,641.95,1591.97,1416.14,14.62,21.6,549.35,2388.24,9069.53,1.3,48.13,516.35,2388.17,8138.13,8.594,0.03,395,2388,100.0,38.3,23.0517
2,181,-0.001,-0.0004,100.0,518.67,641.82,1594.43,1416.92,14.62,21.6,549.75,2388.12,9060.33,1.3,47.79,516.53,2388.13,8147.75,8.544,0.03,395,2388,100.0,38.33,22.9384
2,182,-0.0002,-0.0,100.0,518.67,641.91,1592.71,1411.72,14.62,21.6,549.69,2388.13,9058.18,1.3,48.2,516.04,2388.06,8148.33,8.496,0.03,394,2388,100.0,38.5,22.9057
2,183,-0.004,-0.0004,100.0,518.67,642.18,1596.03,1409.43,14.62,21.6,549.73,2388.28,9062.06,1.3,47.54,516.13,2388.11,8136.46,8.554,0.03,395,2388,100.0,38.43,22.9726
2,184,0.0022,0.0001,100.0,518.67,641.98,1595.41,1411.83,14.62,21.6,548.01,2388.17,9063.09,1.3,47.9,517.15,2388.13,8122.55,8.586,0.03,395,2388,100.0,38.17,22.9793
2,185,-0.0032,-0.0002,100.0,518.67,641.74,1595.16,1412.07,14.62,21.6,549.37,2388.12,9066.82,1.3,47.74,516.3,2388.15,8145.93,8.601,0.03,395,2388,100.0,38.34,22.9558
2,186,0.0004,0.0001,100.0,518.67,641.95,1587.37,1412.99,14.62,21.6,548.41,2388.13,9076.06,1.3,47.91,516.35,2388.07,8129.86,8.601,0.03,395,2388,100.0,38.27,23.0014
2,187,-0.0016,0.0005,100.0,518.67,642.32,1591.42,1409.21,14.62,21.6,547.9,2388.13,9065.42,1.3,47.81,515.77,2388.12,8145.84,8.579,0.03,393,2388,100.0,38.3,22.905
2,188,0.0018,0.0002,100.0,518.67,641.76,1590.56,1409.95,14.62,21.6,548.96,2388.18,9072.17,1.3,47.71,516.11,2388.06,8127.77,8.528,0.03,395,2388,100.0,38.25,22.9787
2,189,-0.0008,-0.0004,100.0,518.67,641.95,1594.7,1407.02,14.62,21.6,548.22,2388.17,9068.73,1.3,47.77,516.41,2388.12,8141.43,8.493,0.03,393,2388,100.0,38.36,23.0226
2,190,-0.0018,-0.0001,100.0,518.67,642.07,1595.02,1403.81,14.62,21.6,548.5,2388.23,9084.55,1.3,47.83,515.66,2388.15,8155.78,8.569,0.03,394,2388,100.0,38.38,23.0022
2,191,-0.0021,0.0001,100.0,518.67,642.25,1596.53,1411.71,14.62,21.6,549.41,2388.14,9068.15,1.3,47.69,516.87,2388.12,8155.21,8.581,0.03,394,2388,100.0,38.42,23.0448
2,192,0.0018,-0.0002,100.0,518.67,641.93,1593.46,1409.23,14.62,21.6,548.73,2388.07,9067.43,1.3,47.82,516.28,2388.12,8149.72,8.601,0.03,395,2388,100.0,38.27,22.9634
2,193,0.0,-0.0002,100.0,518.67,642.15,1594.45,1418.27,14.62,21.6,548.21,2388.24,9057.19,1.3,47.96,516.03,2388.08,8143.45,8.488,0.03,393,2388,100.0,38.28,22.9679
2,194,-0.0007,-0.0005,100.0,518.67,641.81,1594.29,1414.49,14.62,21.6,549.29,2388.22,9058.89,1.3,47.84,515.57,2388.13,8153.48,8.59,0.03,396,2388,100.0,38.27,23.0293
2,195,-0.0004,0.0004,100.0,518.67,642.01,1595.28,1418.13,14.62,21.6,548.7,2388.27,9063.88,1.3,47.71,517.32,2388.11,8142.1,8.605,0.03,394,2388,100.0,38.21,22.973
2,196,-0.0036,-0.0001,100.0,518.67,642.09,1592.39,1406.12,14.62,21.6,548.6,2388.28,9062.94,1.3,47.77,516.35,2388.13,8126.11,8.615,0.03,394,2388,100.0,38.14,23.0249
2,197,-0.001,-0.0002,100.0,518.67,641.59,1598.46,1407.2,14.62,21.6,549.06,2388.23,9064.62,1.3,47.67,515.79,2388.15,8130.85,8.578,0.03,395,2388,100.0,38.36,22.8955
2,198,0.0044,0.0002,100.0,518.67,642.03,1596.55,1421.88,14.62,21.6,548.35,2388.09,9066.72,1.3,47.94,516.15,2388.11,8115.75,8.584,0.03,396,2388,100.0,38.23,22.9771
2,199,-0.0031,0.0001,100.0,518.67,641.94,1591.03,1409.44,14.62,21.6,548.68,2388.14,9062.08,1.3,47.89,515.6,2388.23,8130.16,8.553,0.03,394,2388,100.0,38.42,22.981
2,200,-0.0019,0.0003,100.0,518.67,642.1,1594.13,1411.17,14.62,21.6,548.63,2388.18,9079.87,1.3,47.73,516.89,2388.13,8144.04,8.599,0.03,394,2388,100.0,38.34,22.8162
2,201,-0.0014,-0.0003,100.0,518.67,641.74,1592.76,1414.15,14.62,21.6,548.54,2388.18,9068.36,1.3,47.92,516.57,2388.18,8140.87,8.548,0.03,394,2388,100.0,38.23,22.9341
2,202,0.0005,0.0002,100.0,518.67,642.04,1593.49,1413.24,14.62,21.6,547.81,2388.12,9059.92,1.3,47.97,515.72,2388.13,8146.15,8.592,0.03,394,2388,100.0,38.35,23.0045
2,203,-0.0023,-0.0002,100.0,518.67,642.36,1593.05,1403.85,14.62,21.6,548.19,2388.15,9062.25,1.3,47.91,516.78,2388.13,8153.48,8.62,0.03,396,2388,100.0,38.29,22.8482
2,204,0.0009,0.0003,100.0,518.67,642.05,1598.76,1416.23,14.62,21.6,548.97,2388.23,9045.7,1.3,47.85,516.62,2388.1,8137.98,8.546,0.03,396,2388,100.0,38.39,22.9004
2,205,0.0003,-0.0002,100.0,518.67,642.23,1595.1,1416.1,14.62,21.6,550.05,2388.16,9052.03,1.3,47.86,515.22,2388.07,8128.7,8.551,0.03,394,2388,100.0,38.3,22.9175
2,206,-0.0004,0.0003,100.0,518.67,641.89,1592.82,1414.38,14.62,21.6,546.83,2388.23,9069.73,1.3,48.19,516.05,2388.18,8138.42,8.588,0.03,396,2388,100.0,38.08,22.9618
2,207,0.0043,0.0001,100.0,518.67,642.49,1591.77,1412.85,14.62,21.6,546.9,2388.16,9057.09,1.3,48.03,516.39,2388.16,8150.71,8.575,0.03,396,2388,100.0,38.25,22.9423
2,208,-0.0005,0.0002,100.0,518.67,641.98,1596.63,1408.52,14.62,21.6,548.61,2388.21,9062.31,1.3,48.04,515.62,2388.13,8157.66,8.627,0.03,396,2388,100.0,38.23,22.9992
2,209,-0.0019,-0.0003,100.0,518.67,641.5,1598.76,1409.65,14.62,21.6,547.63,2388.25,9063.02,1.3,47.76,516.12,2388.07,8130.87,8.519,0.03,394,2388,100.0,38.26,22.8377
2,210,-0.003,-0.0,100.0,518.67,641.96,1599.76,1420.51,14.62,21.6,548.48,2388.26,9061.32,1.3,47.74,515.87,2388.14,8135.75,8.596,0.03,394,2388,100.0,38.15,22.9396
2,211,0.0008,-0.0004,100.0,518.67,642.33,1588.51,1410.92,14.62,21.6,547.74,2388.19,9081.14,1.3,47.82,517.07,2388.17,8142.13,8.598,0.03,397,2388,100.0,38.16,22.8764
2,212,-0.0015,0.0,100.0,518.67,641.68,1593.93,1420.07,14.62,21.6,547.91,2388.19,9073.44,1.3,47.83,516.75,2388.24,8144.16,8.584,0.03,396,2388,100.0,38.32,22.8904
2,213,-0.0011,-0.0004,100.0,518.67,642.22,1595.91,1407.96,14.62,21.6,547.25,2388.18,9070.74,1.3,47.85,515.65,2388.07,8143.38,8.584,0.03,394,2388,100.0,38.22,22.9379
2,214,-0.0016,-0.0004,100.0,518.67,642.57,1592.05,1413.03,14.62,21.6,550.15,2388.16,9070.0,1.3,47.85,515.51,2388.11,8127.68,8.585,0.03,394,2388,100.0,38.3,22.9299
2,215,0.0008,-0.0001,100.0,518.67,642.03,1594.85,1408.83,14.62,21.6,547.49,2388.18,9049.6,1.3,48.12,515.41,2388.21,8154.06,8.549,0.03,394,2388,100.0,38.43,23.013
2,216,-0.0001,0.0001,100.0,518.67,641.97,1595.33,1410.68,14.62,21.6,547.19,2388.23,9057.51,1.3,47.94,515.19,2388.11,8151.53,8.596,0.03,395,2388,100.0,38.29,22.9477
