coil_id,seq,roll_set,furnace_temp_c,rolling_force_ton,roll_gap_mm,exit_thickness_mm,coiler_tension_kn,motor_current_a
C0014,7,1,1244.6,1130.3,2.488,2.277,57.8,1800.1
C0014,8,1,1244.0,1152.6,2.487,2.312,57.7,1810.0
C0014,9,1,1242.6,1126.9,2.469,2.316,55.4,1832.1
C0014,10,1,1247.5,1134.6,2.495,2.3,60.0,1827.0
C0014,11,1,1243.3,1137.1,2.509,2.316,57.0,1827.4
C0014,12,1,1239.6,1131.9,2.463,2.323,60.0,1821.1
C0014,13,1,1241.5,1131.2,2.487,2.291,58.2,1797.1
C0014,14,1,1245.9,1144.0,2.48,2.306,57.9,1773.2
C0014,15,1,1239.0,1146.4,2.485,2.299,57.8,1824.8
C0014,16,1,1247.0,1141.5,2.5,2.313,58.2,1814.2
C0014,17,1,1244.7,1134.5,2.478,2.307,56.9,1832.2
C0014,18,1,1241.8,1123.0,2.463,2.3,58.3,1808.7
C0014,19,1,1243.0,1138.3,2.474,2.322,60.3,1802.0
C0014,20,1,1248.1,1123.2,2.476,2.298,56.7,1809.4
C0014,21,1,1238.7,1149.2,2.488,2.296,59.0,1800.3
C0014,22,1,1241.8,1141.0,2.47,2.297,58.3,1823.0
C0014,23,1,1240.9,1134.3,2.495,2.274,59.8,1811.6
C0014,24,1,1240.2,1153.4,2.491,2.291,57.3,1839.9
C0014,25,1,1238.0,1146.5,2.508,2.293,56.5,1816.6
C0014,26,1,1240.9,1136.9,2.488,2.296,56.0,1800.4
C0014,27,1,1244.2,1132.6,2.471,2.274,57.7,1813.5
C0014,28,1,1245.0,1137.6,2.488,2.301,57.2,1817.6
C0014,29,1,1245.6,1137.7,2.466,2.292,58.0,1808.5
C0014,30,1,1239.2,1134.7,2.488,2.312,56.0,1800.8
C0015,1,1,1231.3,1143.3,2.483,2.309,57.1,1819.0
C0015,2,1,1230.7,1151.1,2.506,2.312,58.4,1823.7
C0015,3,1,1230.8,1149.4,2.495,2.288,57.1,1831.2
C0015,4,1,1234.9,1137.8,2.459,2.288,54.7,1792.8
C0015,5,1,1233.4,1153.6,2.484,2.283,57.2,1813.4
C0015,6,1,1233.1,1143.1,2.462,2.299,57.4,1811.2
C0015,7,1,1233.4,1139.5,2.478,2.313,58.4,1795.8
C0015,8,1,1239.8,1155.4,2.487,2.292,56.6,1790.5
C0015,9,1,1238.6,1140.1,2.51,2.306,55.6,1817.7
C0015,10,1,1234.9,1135.1,2.469,2.285,59.0,1824.5
C0015,11,1,1236.1,1138.0,2.477,2.299,58.9,1804.7
C0015,12,1,1239.2,1141.9,2.489,2.309,56.9,1813.0
C0015,13,1,1229.9,1158.2,2.468,2.302,60.9,1829.5
C0015,14,1,1233.0,1146.3,2.474,2.299,56.2,1823.6
C0015,15,1,1233.5,1154.0,2.493,2.294,58.4,1808.4
C0015,16,1,1229.0,1138.1,2.473,2.302,59.2,1806.8
C0015,17,1,1228.4,1143.2,2.476,2.314,59.1,1807.2
C0015,18,1,1231.4,1131.9,2.469,2.307,57.3,1784.2
C0015,19,1,1232.8,1130.9,2.451,2.291,59.6,1798.8
C0015,20,1,1231.6,1135.5,2.477,2.304,59.0,1829.8
C0015,21,1,1230.4,1162.2,2.451,2.285,57.7,1822.1
C0015,22,1,1233.8,1147.6,2.486,2.282,56.2,1820.8
C0015,23,1,1235.3,1146.0,2.488,2.319,57.9,1832.6
C0015,24,1,1232.8,1133.0,2.478,2.324,58.8,1793.4
C0015,25,1,1228.0,1142.4,2.497,2.303,59.3,1832.6
C0015,26,1,1229.5,1145.2,2.487,2.294,58.2,1839.5
C0015,27,1,1230.3,1136.9,2.471,2.27,59.9,1837.7
C0015,28,1,1234.9,1147.7,2.468,2.303,56.9,1801.4
C0015,29,1,1230.3,1131.5,2.479,2.304,58.1,1822.8
C0015,30,1,1225.6,1135.9,2.484,2.318,58.3,1832.0
C0016,1,1,1244.9,1148.7,2.477,2.326,58.3,1817.3
C0016,2,1,1239.9,1152.9,2.475,2.306,57.8,1823.6
C0016,3,1,1240.5,1161.8,2.457,2.311,58.8,1857.9
C0016,4,1,1237.1,1144.9,2.467,2.296,56.3,1808.5
C0016,5,1,1240.2,1150.3,2.475,2.309,59.6,1815.6
C0016,6,1,1243.9,1156.5,2.473,2.306,59.3,1833.6
C0016,7,1,1237.2,1167.4,2.466,2.318,58.4,1806.6
C0016,8,1,1239.5,1155.6,2.466,2.315,59.2,1821.6
C0016,9,1,1235.3,1153.2,2.461,2.297,58.5,1824.6
C0016,10,1,1238.4,1150.6,2.491,2.281,56.9,1829.5
C0016,11,1,1238.9,1144.8,2.464,2.294,57.8,1802.7
C0016,12,1,1235.5,1163.6,2.477,2.309,57.4,1811.9
C0016,13,1,1239.1,1155.6,2.467,2.305,58.1,1834.3
C0016,14,1,1239.9,1153.3,2.456,2.311,58.8,1842.0
C0016,15,1,1244.4,1152.2,2.47,2.3,56.5,1806.3
C0016,16,1,1241.1,1152.9,2.474,2.293,58.1,1837.9
C0016,17,1,1239.4,1155.3,2.466,2.302,58.0,1799.3
C0016,18,1,1236.2,1138.4,2.468,2.266,57.2,1828.6
C0016,19,1,1247.3,1161.6,2.446,2.302,59.7,1809.9
C0016,20,1,1245.4,1137.3,2.445,2.316,57.5,1811.3
C0016,21,1,1240.3,1154.8,2.467,2.28,56.8,1840.7
C0016,22,1,1240.6,1155.8,2.479,2.298,56.9,1831.2
C0016,23,1,1239.2,1155.1,2.452,2.315,58.8,1824.9
C0016,24,1,1238.7,1158.4,2.469,2.302,56.9,1804.4
C0016,25,1,1238.8,1146.3,2.475,2.316,55.9,1803.1
C0016,26,1,1237.3,1145.9,2.455,2.296,58.3,1821.8
C0016,27,1,1238.8,1141.3,2.481,2.288,57.6,1794.1
C0016,28,1,1243.2,1160.3,2.486,2.33,57.0,1821.8
C0016,29,1,1241.4,1165.7,2.474,2.271,56.9,1808.4
C0016,30,1,1233.0,1145.9,2.461,2.28,58.4,1810.3
C0017,1,1,1228.1,1162.2,2.468,2.321,57.2,1801.6
C0017,2,1,1230.9,1167.2,2.477,2.307,58.0,1817.9
C0017,3,1,1235.5,1155.4,2.454,2.287,59.5,1836.4
C0017,4,1,1232.6,1149.3,2.469,2.283,57.4,1847.0
C0017,5,1,1231.0,1148.0,2.47,2.286,56.7,1836.0
C0017,6,1,1233.0,1149.7,2.463,2.308,59.0,1854.5
C0017,7,1,1237.4,1156.4,2.483,2.298,57.3,1814.3
C0017,8,1,1238.3,1174.8,2.447,2.306,58.2,1834.0
C0017,9,1,1233.8,1168.3,2.473,2.296,56.2,1832.3
C0017,10,1,1232.5,1165.9,2.452,2.299,57.6,1803.7
C0017,11,1,1225.5,1161.0,2.473,2.275,56.3,1837.2
C0017,12,1,1228.4,1157.3,2.464,2.298,59.6,1820.5
C0017,13,1,1234.2,1143.8,2.471,2.321,56.6,1829.2
C0017,14,1,1227.1,1149.2,2.476,2.316,56.8,1820.5
C0017,15,1,1237.7,1159.0,2.464,2.312,58.2,1828.6
C0017,16,1,1227.7,1158.5,2.481,2.299,60.2,1814.6
C0017,17,1,1234.1,1152.1,2.458,2.299,58.6,1821.0
C0017,18,1,1235.9,1175.7,2.452,2.299,59.2,1841.6
C0017,19,1,1232.4,1170.9,2.464,2.32,58.5,1829.7
C0017,20,1,1229.3,1169.1,2.482,2.295,58.6,1834.7
C0017,21,1,1229.5,1151.8,2.46,2.32,56.9,1827.8
C0017,22,1,1235.6,1168.5,2.451,2.306,59.4,1831.6
C0017,23,1,1232.8,1161.7,2.465,2.298,57.7,1825.1
C0017,24,1,1234.0,1161.5,2.462,2.295,58.0,1835.9
C0017,25,1,1229.4,1179.4,2.454,2.273,60.0,1826.2
C0017,26,1,1232.9,1149.8,2.471,2.29,58.0,1822.1
C0017,27,1,1229.0,1162.3,2.476,2.266,58.6,1819.6
C0017,28,1,1233.6,1159.2,2.48,2.288,58.3,1823.7
C0017,29,1,1232.4,1144.6,2.466,2.286,58.6,1832.5
C0017,30,1,1238.2,1162.5,2.459,2.31,57.0,1818.8
C0018,1,1,1240.4,1166.4,2.449,2.295,58.4,1817.2
C0018,2,1,1232.1,1165.0,2.452,2.307,58.8,1830.9
C0018,3,1,1236.2,1179.0,2.44,2.285,57.0,1841.0
C0018,4,1,1230.5,1174.0,2.47,2.297,57.9,1824.7
C0018,5,1,1229.0,1161.8,2.467,2.305,56.9,1818.7
C0018,6,1,1239.6,1161.0,2.453,2.293,58.4,1803.1
C0018,7,1,1229.2,1167.1,2.458,2.288,55.8,1810.5
C0018,8,1,1229.0,1156.4,2.478,2.287,58.8,1844.3
C0018,9,1,1232.2,1160.9,2.44,2.286,56.6,1847.3
C0018,10,1,1238.5,1160.1,2.463,2.296,58.1,1810.3
C0018,11,1,1235.5,1167.2,2.45,2.309,57.6,1828.5
C0018,12,1,1234.3,1161.0,2.468,2.314,59.4,1834.5
C0018,13,1,1234.9,1162.7,2.452,2.326,57.4,1854.8
C0018,14,1,1231.5,1159.4,2.484,2.286,59.9,1816.0
C0018,15,1,1238.0,1168.3,2.456,2.295,56.6,1814.8
C0018,16,1,1231.4,1177.6,2.458,2.308,58.5,1847.8
C0018,17,1,1232.4,1181.6,2.467,2.298,57.0,1834.6
C0018,18,1,1230.0,1174.7,2.466,2.298,56.7,1823.4
C0018,19,1,1231.8,1170.0,2.452,2.283,57.7,1821.0
C0018,20,1,1230.8,1161.3,2.439,2.308,58.0,1835.1
C0018,21,1,1234.8,1152.2,2.458,2.309,57.8,1833.3
C0018,22,1,1234.8,1167.6,2.458,2.317,58.7,1848.4
C0018,23,1,1231.7,1154.4,2.467,2.293,58.6,1838.9
C0018,24,1,1229.5,1163.7,2.462,2.296,59.3,1835.7
C0018,25,1,1232.3,1173.8,2.467,2.264,56.6,1826.0
C0018,26,1,1230.3,1162.5,2.441,2.305,59.4,1867.4
C0018,27,1,1234.0,1179.4,2.444,2.309,57.2,1839.8
C0018,28,1,1227.2,1163.1,2.449,2.281,57.7,1811.6
C0018,29,1,1229.4,1171.8,2.461,2.303,58.0,1821.9
C0018,30,1,1233.5,1163.6,2.457,2.314,57.1,1829.2
C0019,1,1,1245.1,1181.9,2.464,2.31,56.3,1841.0
C0019,2,1,1244.4,1185.0,2.463,2.311,58.0,1829.1
C0019,3,1,1245.3,1180.8,2.461,2.265,59.0,1851.7
C0019,4,1,1245.1,1176.6,2.448,2.287,58.8,1841.5
C0019,5,1,1246.0,1183.3,2.451,2.306,57.4,1826.3
C0019,6,1,1249.2,1183.3,2.457,2.285,58.2,1853.4
C0019,7,1,1241.3,1171.3,2.448,2.272,58.1,1849.1
C0019,8,1,1246.4,1167.0,2.454,2.286,57.5,1850.8
C0019,9,1,1238.5,1167.8,2.442,2.311,58.0,1838.0
C0019,10,1,1242.6,1158.7,2.435,2.289,59.8,1858.8
C0019,11,1,1242.9,1164.9,2.463,2.32,55.9,1838.8
C0019,12,1,1247.6,1169.3,2.44,2.291,56.2,1830.4
C0019,13,1,1243.8,1179.2,2.455,2.299,56.7,1839.8
C0019,14,1,1245.8,1185.2,2.458,2.301,59.9,1863.0
C0019,15,1,1245.2,1173.6,2.462,2.281,58.5,1831.1
C0019,16,1,1243.6,1180.1,2.46,2.292,56.9,1832.9
C0019,17,1,1243.1,1181.4,2.432,2.302,58.8,1849.3
C0019,18,1,1247.2,1169.1,2.456,2.289,58.4,1838.8
C0019,19,1,1241.9,1178.6,2.463,2.28,57.3,1831.4
C0019,20,1,1242.7,1184.3,2.448,2.276,58.5,1852.8
C0019,21,1,1251.6,1166.4,2.44,2.277,58.8,1841.7
C0019,22,1,1242.5,1160.1,2.447,2.33,56.6,1845.3
C0019,23,1,1245.3,1170.3,2.478,2.303,56.6,1862.2
C0019,24,1,1247.0,1181.5,2.447,2.287,59.1,1837.1
C0019,25,1,1249.7,1179.4,2.461,2.299,56.7,1838.7
C0019,26,1,1245.6,1188.3,2.443,2.27,57.9,1858.6
C0019,27,1,1244.7,1179.6,2.453,2.291,56.7,1819.4
C0019,28,1,1248.8,1163.2,2.437,2.306,57.6,1829.2
C0019,29,1,1241.0,1166.2,2.452,2.296,58.9,1841.8
C0019,30,1,1244.4,1178.0,2.464,2.288,56.5,1821.4
C0020,1,1,1237.8,1177.3,2.445,2.323,56.9,1820.4
C0020,2,1,1245.8,1165.3,2.477,2.272,57.7,1840.0
C0020,3,1,1239.6,1185.5,2.452,2.299,56.9,1851.3
C0020,4,1,1235.7,1181.9,2.433,2.303,58.3,1829.6
C0020,5,1,1244.0,1187.7,2.443,2.29,57.6,1841.7
C0020,6,1,1240.7,1172.9,2.449,2.324,60.4,1839.3
C0020,7,1,1242.0,1181.2,2.452,2.334,59.0,1848.9
C0020,8,1,1239.9,1194.7,2.465,2.299,58.0,1824.3
C0020,9,1,1239.4,1160.4,2.444,2.285,59.1,1855.0
C0020,10,1,1236.6,1169.0,2.429,2.309,58.8,1843.4
C0020,11,1,1240.0,1193.3,2.438,2.311,57.5,1816.1
C0020,12,1,1239.2,1180.2,2.437,2.296,59.5,1865.0
C0020,13,1,1241.2,1187.5,2.435,2.307,58.9,1848.7
C0020,14,1,1243.4,1161.8,2.444,2.286,58.4,1844.3
C0020,15,1,1242.6,1187.1,2.465,2.323,59.5,1803.4
C0020,16,1,1244.3,1175.9,2.449,2.32,55.8,1848.0
C0020,17,1,1241.6,1175.6,2.44,2.321,57.0,1851.0
C0020,18,1,1240.1,1191.9,2.449,2.28,55.1,1825.6
C0020,19,1,1240.4,1155.4,2.453,2.274,57.6,1834.4
C0020,20,1,1239.0,1179.5,2.428,2.335,55.8,1837.9
C0020,21,1,1237.8,1179.0,2.445,2.294,59.2,1847.6
C0020,22,1,1237.6,1167.0,2.444,2.289,56.4,1837.3
C0020,23,1,1238.2,1177.1,2.468,2.296,59.4,1834.5
C0020,24,1,1241.4,1175.2,2.455,2.295,59.1,1871.1
C0020,25,1,1234.4,1180.4,2.444,2.283,59.7,1836.3
C0020,26,1,1242.3,1176.9,2.434,2.286,59.7,1859.9
C0020,27,1,1241.4,1190.0,2.453,2.297,58.2,1811.4
C0020,28,1,1242.0,1170.3,2.437,2.285,56.4,1829.0
C0020,29,1,1237.4,1176.6,2.438,2.286,57.4,1845.0
C0020,30,1,1241.6,1173.6,2.481,2.334,56.4,1833.8
C0021,1,2,1229.1,1033.6,2.55,2.293,58.6,1729.4
C0021,2,2,1226.7,1053.4,2.548,2.297,60.6,1736.5
C0021,3,2,1228.5,1054.8,2.554,2.31,58.1,1743.3
C0021,4,2,1223.9,1044.5,2.562,2.294,55.9,1718.8
C0021,5,2,1223.9,1031.0,2.559,2.296,58.4,1759.2
C0021,6,2,1228.8,1050.7,2.534,2.296,58.8,1755.2
C0021,7,2,1224.0,1053.9,2.545,2.293,57.5,1746.2
C0021,8,2,1225.3,1048.1,2.545,2.296,58.3,1730.4
C0021,9,2,1226.9,1039.2,2.561,2.307,58.2,1743.2
C0021,10,2,1231.3,1050.9,2.529,2.296,59.7,1748.1
C0021,11,2,1225.2,1038.8,2.573,2.304,57.5,1773.2
C0021,12,2,1226.0,1038.7,2.556,2.286,57.9,1734.7
C0021,13,2,1228.7,1048.4,2.559,2.31,56.6,1735.8
C0021,14,2,1230.9,1056.7,2.555,2.289,59.1,1748.4
C0021,15,2,1227.5,1047.6,2.539,2.296,59.3,1735.5
C0021,16,2,1225.4,1037.1,2.527,2.301,57.6,1744.7
C0021,17,2,1230.0,1035.3,2.528,2.294,58.3,1765.1
C0021,18,2,1225.2,1056.8,2.539,2.298,58.8,1755.1
C0021,19,2,1225.4,1065.1,2.55,2.304,56.6,1747.3
C0021,20,2,1225.6,1046.5,2.522,2.303,58.2,1764.5
C0021,21,2,1233.2,1028.5,2.554,2.303,58.7,1738.9
C0021,22,2,1226.7,1060.6,2.547,2.29,58.3,1731.7
C0021,23,2,1224.0,1046.9,2.554,2.301,55.4,1735.1
C0021,24,2,1228.4,1069.9,2.544,2.303,56.3,1738.4
C0021,25,2,1229.3,1033.9,2.583,2.286,58.3,1750.4
C0021,26,2,1229.0,1054.1,2.562,2.3,56.9,1762.3
C0021,27,2,1229.8,1050.3,2.548,2.296,59.4,1762.1
C0021,28,2,1224.3,1035.7,2.546,2.297,57.0,1724.1
C0021,29,2,1228.2,1056.6,2.563,2.301,57.0,1756.7
C0021,30,2,1224.9,1071.7,2.568,2.298,56.4,1747.6
C0022,1,2,1235.1,1061.9,2.564,2.291,58.6,1755.0
C0022,2,2,1236.1,1068.0,2.532,2.295,58.1,1775.3
C0022,3,2,1228.9,1070.5,2.542,2.299,56.6,1733.3
C0022,4,2,1236.6,1062.9,2.561,2.299,58.0,1776.3
C0022,5,2,1235.6,1075.2,2.552,2.301,55.8,1742.6
C0022,6,2,1230.4,1054.2,2.537,2.302,58.1,1781.9
C0022,7,2,1235.1,1048.7,2.547,2.298,57.5,1764.9
C0022,8,2,1234.2,1065.9,2.539,2.301,57.8,1732.2
C0022,9,2,1237.0,1054.8,2.524,2.297,58.5,1770.2
C0022,10,2,1236.7,1050.1,2.575,2.301,55.3,1752.6
C0022,11,2,1237.4,1045.0,2.536,2.301,57.7,1747.8
C0022,12,2,1236.0,1055.6,2.551,2.29,56.1,1786.8
C0022,13,2,1235.6,1061.9,2.555,2.286,58.7,1748.9
C0022,14,2,1231.1,1055.5,2.546,2.302,59.4,1769.6
C0022,15,2,1236.7,1055.9,2.52,2.311,58.1,1764.9
C0022,16,2,1237.5,1072.7,2.556,2.303,56.2,1755.5
C0022,17,2,1230.3,1047.5,2.533,2.304,59.2,1748.5
C0022,18,2,1237.4,1034.4,2.552,2.294,59.0,1751.2
C0022,19,2,1230.9,1051.9,2.56,2.294,59.0,1747.6
C0022,20,2,1233.8,1049.5,2.556,2.304,58.5,1746.0
C0022,21,2,1233.9,1053.7,2.548,2.294,56.3,1742.6
C0022,22,2,1242.0,1060.0,2.55,2.307,57.5,1726.5
C0022,23,2,1231.6,1063.6,2.538,2.31,61.0,1744.8
C0022,24,2,1236.2,1053.4,2.538,2.299,57.7,1766.0
C0022,25,2,1233.5,1059.2,2.564,2.295,59.9,1784.5
C0022,26,2,1235.0,1048.8,2.537,2.304,58.3,1764.7
C0022,27,2,1235.5,1049.5,2.557,2.286,56.8,1747.3
C0022,28,2,1232.6,1080.3,2.535,2.294,59.4,1778.7
C0022,29,2,1237.9,1053.4,2.537,2.292,57.3,1750.0
C0022,30,2,1240.1,1049.9,2.547,2.305,58.0,1767.2
C0023,1,2,1221.9,1057.3,2.546,2.298,58.3,1772.7
C0023,2,2,1223.2,1064.0,2.54,2.304,56.7,1762.2
C0023,3,2,1227.0,1053.0,2.529,2.302,58.5,1763.9
C0023,4,2,1220.3,1052.5,2.551,2.299,59.2,1723.6
C0023,5,2,1226.2,1061.8,2.565,2.298,59.0,1777.2
C0023,6,2,1227.5,1061.0,2.546,2.291,58.1,1771.4
C0023,7,2,1225.1,1060.7,2.545,2.306,58.5,1747.2
C0023,8,2,1225.8,1061.0,2.564,2.298,57.9,1742.5
C0023,9,2,1224.4,1067.9,2.544,2.301,59.6,1749.8
C0023,10,2,1224.1,1068.8,2.51,2.307,57.6,1771.4
C0023,11,2,1226.4,1074.9,2.538,2.299,57.0,1775.3
C0023,12,2,1225.1,1053.5,2.533,2.299,56.5,1764.5
C0023,13,2,1221.0,1063.4,2.527,2.307,57.3,1757.3
C0023,14,2,1224.7,1061.3,2.545,2.307,57.9,1752.9
C0023,15,2,1228.8,1067.5,2.549,2.291,58.5,1750.2
C0023,16,2,1224.1,1058.8,2.535,2.308,59.6,1763.5
C0023,17,2,1224.9,1069.4,2.556,2.296,58.6,1741.3
C0023,18,2,1221.3,1088.1,2.546,2.3,57.7,1756.1
C0023,19,2,1224.7,1069.6,2.554,2.3,56.1,1765.6
C0023,20,2,1222.9,1055.7,2.542,2.292,58.9,1763.2
C0023,21,2,1226.5,1065.6,2.546,2.298,58.1,1748.1
C0023,22,2,1225.9,1048.6,2.543,2.304,57.4,1741.8
C0023,23,2,1224.5,1065.0,2.543,2.296,56.5,1758.5
C0023,24,2,1229.3,1058.2,2.529,2.288,59.7,1757.4
C0023,25,2,1222.6,1066.7,2.53,2.3,59.5,1760.3
C0023,26,2,1223.0,1068.3,2.534,2.301,59.0,1748.7
C0023,27,2,1229.8,1086.7,2.537,2.3,57.6,1761.1
C0023,28,2,1223.3,1053.5,2.539,2.307,61.6,1747.7
C0023,29,2,1224.5,1049.6,2.525,2.301,59.5,1768.3
C0023,30,2,1231.0,1064.8,2.536,2.299,57.9,1770.3
C0024,1,2,1234.1,1071.8,2.537,2.303,57.5,1758.6
C0024,2,2,1238.3,1082.8,2.543,2.304,59.2,1765.8
C0024,3,2,1237.6,1075.2,2.527,2.287,57.5,1757.4
C0024,4,2,1232.2,1063.8,2.511,2.3,58.2,1754.5
C0024,5,2,1223.9,1070.6,2.527,2.312,56.6,1753.1
C0024,6,2,1234.5,1067.5,2.503,2.302,57.3,1773.9
C0024,7,2,1231.1,1060.9,2.536,2.31,58.8,1772.9
C0024,8,2,1232.5,1079.0,2.513,2.29,58.2,1750.5
C0024,9,2,1240.1,1078.7,2.537,2.29,59.3,1736.0
C0024,10,2,1227.8,1077.6,2.534,2.288,58.3,1774.5
C0024,11,2,1233.3,1078.0,2.537,2.295,58.4,1792.8
C0024,12,2,1228.6,1065.5,2.539,2.289,58.9,1758.8
C0024,13,2,1238.1,1067.3,2.522,2.303,59.4,1760.9
C0024,14,2,1236.4,1078.1,2.527,2.306,57.0,1750.3
C0024,15,2,1237.8,1079.7,2.523,2.303,60.2,1772.7
C0024,16,2,1235.8,1064.5,2.527,2.3,57.1,1788.9
C0024,17,2,1232.2,1075.6,2.524,2.304,57.1,1778.9
C0024,18,2,1229.3,1058.4,2.539,2.287,58.4,1754.4
C0024,19,2,1236.1,1049.9,2.534,2.296,56.6,1744.3
C0024,20,2,1237.7,1061.4,2.529,2.292,58.3,1742.8
C0024,21,2,1232.9,1068.7,2.548,2.295,59.1,1783.3
C0024,22,2,1240.1,1078.8,2.517,2.301,57.4,1760.7
C0024,23,2,1236.1,1062.4,2.527,2.308,57.4,1751.3
C0024,24,2,1235.2,1097.4,2.544,2.303,59.2,1750.0
C0024,25,2,1234.0,1076.7,2.526,2.297,57.6,1790.3
C0024,26,2,1237.5,1072.3,2.523,2.28,60.1,1784.4
C0024,27,2,1238.0,1080.3,2.54,2.304,59.8,1774.1
C0024,28,2,1235.2,1049.0,2.542,2.289,58.5,1761.5
C0024,29,2,1235.0,1072.0,2.519,2.296,58.4,1771.3
C0024,30,2,1235.9,1062.4,2.533,2.315,57.9,1772.7
C0025,1,2,1241.3,1080.0,2.498,2.295,57.5,1758.0
C0025,2,2,1240.3,1072.8,2.538,2.303,60.0,1768.0
C0025,3,2,1238.4,1074.1,2.533,2.312,56.6,1767.8
C0025,4,2,1241.9,1088.5,2.529,2.303,57.4,1782.7
C0025,5,2,1242.8,1062.1,2.545,2.293,56.4,1761.7
C0025,6,2,1240.3,1072.8,2.524,2.303,55.4,1783.8
C0025,7,2,1242.6,1075.8,2.542,2.303,57.5,1763.3
C0025,8,2,1241.2,1084.3,2.517,2.299,58.0,1780.6
C0025,9,2,1239.0,1074.7,2.544,2.311,57.6,1770.1
C0025,10,2,1241.0,1064.5,2.525,2.307,57.6,1775.8
C0025,11,2,1242.2,1067.9,2.529,2.309,59.4,1754.0
C0025,12,2,1242.4,1079.0,2.518,2.313,59.1,1786.0
C0025,13,2,1244.4,1066.9,2.518,2.296,58.6,1748.0
C0025,14,2,1238.9,1074.3,2.529,2.284,57.1,1777.0
C0025,15,2,1244.7,1072.2,2.523,2.291,55.7,1762.9
C0025,16,2,1241.9,1073.8,2.535,2.305,58.1,1761.4
C0025,17,2,1242.8,1072.5,2.525,2.292,56.3,1752.5
C0025,18,2,1239.6,1070.8,2.534,2.282,60.5,1766.1
C0025,19,2,1243.1,1073.7,2.535,2.313,58.2,1779.5
C0025,20,2,1246.8,1072.8,2.531,2.29,59.9,1784.7
C0025,21,2,1247.4,1077.8,2.536,2.296,58.1,1763.2
C0025,22,2,1243.2,1073.7,2.533,2.293,57.4,1746.4
C0025,23,2,1241.3,1079.5,2.533,2.314,57.4,1757.0
C0025,24,2,1243.6,1074.5,2.506,2.305,54.9,1757.1
C0025,25,2,1238.6,1090.6,2.516,2.302,57.5,1770.5
C0025,26,2,1243.3,1067.7,2.538,2.304,56.6,1762.5
C0025,27,2,1238.5,1080.7,2.52,2.286,57.7,1737.4
C0025,28,2,1242.2,1078.9,2.529,2.301,54.7,1750.1
C0025,29,2,1240.6,1053.0,2.529,2.302,58.6,1772.3
C0025,30,2,1240.6,1075.1,2.514,2.306,59.3,1764.6
C0026,1,2,1239.0,1072.4,2.516,2.297,57.8,1764.6
C0026,2,2,1234.6,1088.0,2.518,2.3,60.0,1761.7
C0026,3,2,1237.4,1065.9,2.514,2.3,59.1,1769.3
C0026,4,2,1231.2,1090.1,2.532,2.306,57.9,1771.4
C0026,5,2,1226.6,1077.9,2.525,2.28,58.3,1764.9
C0026,6,2,1235.8,1078.4,2.522,2.293,59.0,1782.8
C0026,7,2,1229.7,1083.4,2.528,2.304,58.2,1752.3
C0026,8,2,1236.2,1098.6,2.526,2.301,55.7,1780.8
C0026,9,2,1236.5,1089.4,2.507,2.293,55.8,1751.6
C0026,10,2,1232.2,1083.7,2.549,2.295,58.5,1782.9
C0026,11,2,1230.7,1088.4,2.501,2.3,57.1,1805.8
C0026,12,2,1230.2,1072.0,2.527,2.302,58.6,1784.9
C0026,13,2,1235.0,1073.8,2.52,2.308,56.1,1782.2
C0026,14,2,1234.2,1094.2,2.535,2.31,59.0,1747.6
C0026,15,2,1240.6,1083.7,2.526,2.292,57.3,1739.2
C0026,16,2,1232.5,1101.4,2.54,2.297,55.5,1789.0
C0026,17,2,1229.8,1082.2,2.536,2.292,58.5,1764.2
C0026,18,2,1232.4,1077.8,2.515,2.301,57.8,1775.8
C0026,19,2,1233.4,1059.1,2.516,2.303,57.0,1779.4
C0026,20,2,1228.7,1066.8,2.524,2.308,59.2,1759.9
C0026,21,2,1232.1,1075.1,2.515,2.279,58.4,1789.0
C0026,22,2,1230.9,1078.2,2.519,2.295,58.7,1778.9
C0026,23,2,1237.9,1085.9,2.525,2.32,59.5,1787.6
C0026,24,2,1235.6,1091.7,2.526,2.292,60.0,1765.0
C0026,25,2,1231.5,1088.6,2.528,2.313,58.4,1785.0
C0026,26,2,1231.7,1072.5,2.524,2.307,59.4,1754.5
C0026,27,2,1234.2,1078.8,2.534,2.308,57.3,1782.7
C0026,28,2,1230.8,1081.7,2.519,2.314,58.2,1765.6
C0026,29,2,1228.6,1081.0,2.516,2.299,58.4,1791.3
C0026,30,2,1232.8,1087.0,2.511,2.289,58.0,1758.7
C0027,1,2,1230.7,1096.8,2.518,2.313,59.4,1772.9
C0027,2,2,1233.0,1086.6,2.516,2.291,58.6,1758.6
C0027,3,2,1231.0,1101.6,2.525,2.307,58.8,1781.4
C0027,4,2,1231.5,1089.3,2.536,2.319,55.7,1791.8
C0027,5,2,1232.0,1085.3,2.526,2.299,60.4,1791.9
C0027,6,2,1234.5,1079.5,2.533,2.298,58.3,1782.1
C0027,7,2,1231.5,1095.7,2.512,2.301,57.3,1792.0
C0027,8,2,1233.6,1089.9,2.484,2.297,57.2,1764.6
C0027,9,2,1231.3,1101.5,2.511,2.304,57.8,1760.2
C0027,10,2,1228.5,1098.4,2.518,2.291,58.3,1783.8
C0027,11,2,1231.6,1088.2,2.544,2.294,57.2,1764.0
C0027,12,2,1225.5,1084.7,2.533,2.309,59.1,1770.0
C0027,13,2,1227.1,1080.6,2.514,2.304,57.4,1766.9
C0027,14,2,1234.1,1080.1,2.502,2.301,58.0,1787.5
