측정시각,불량여부,센서01,센서02,센서03,센서04,센서05,센서06,센서07,센서08,센서09,센서10,센서11,센서12,센서13,센서14,센서15,센서16,센서17,센서18,센서19,센서20
07/08/2008 08:55:00,0,1.58,0.01,-0.003,0.953,199.63,0.0,5.776,418.467,102.894,3095.06,0.0,3.944,0.49,,,,,,,
07/08/2008 10:12:00,0,1.464,0.0,0.005,0.956,198.239,0.0,11.792,420.157,45.37,2999.18,0.0,,,0.836,9.561,0.149,,2.144,0.015,0.004
07/08/2008 11:10:00,0,1.431,0.002,0.008,0.961,201.926,0.0,5.746,419.809,58.566,2939.56,0.0,3.365,0.42,0.804,8.897,0.185,464.957,3.345,0.012,0.004
07/08/2008 11:40:00,1,1.454,-0.005,-0.0,0.955,198.229,0.0,9.522,403.388,58.566,2973.86,0.0,3.609,0.45,0.611,10.236,0.111,,1.968,,
08/08/2008 04:55:00,0,1.489,-0.001,-0.009,0.96,202.723,0.0,2.447,412.428,131.254,3052.82,0.0,3.277,0.41,0.726,8.786,0.199,464.894,3.779,0.03,0.01
08/08/2008 07:26:00,0,1.557,-0.021,-0.004,0.952,202.449,0.0,2.963,414.344,131.254,2914.47,0.0,4.02,0.5,1.005,8.488,0.243,468.515,3.66,,
08/08/2008 08:44:00,1,1.468,0.003,0.002,0.965,196.784,0.0,3.346,419.715,128.282,2959.86,0.0,1.459,0.18,1.533,8.311,0.293,,1.873,0.018,0.005
08/08/2008 12:37:00,1,1.405,-0.008,0.004,0.963,195.525,0.0,11.711,408.099,128.282,2964.77,0.0,3.277,0.41,0.694,9.242,0.273,464.729,2.777,,
08/08/2008 20:21:00,0,1.586,-0.014,-0.008,0.965,198.157,0.0,4.204,411.906,223.652,3045.7,0.0,3.902,0.49,0.519,8.098,0.086,464.645,1.98,0.018,0.007
08/08/2008 21:22:00,0,1.455,-0.012,-0.02,0.958,201.068,0.0,19.546,429.036,62.125,3057.03,0.0,3.902,0.49,1.383,4.251,0.366,467.983,1.279,0.012,0.005
08/08/2008 21:53:00,0,1.452,-0.021,0.003,0.965,198.884,0.0,3.668,405.278,185.568,2969.52,0.0,2.96,0.37,1.278,8.969,0.374,468.098,2.131,0.014,0.004
08/08/2008 22:06:00,0,1.458,0.006,-0.013,0.958,200.438,0.0,12.723,416.517,47.085,2892.37,0.0,4.46,0.56,0.694,8.19,0.202,470.121,0.69,0.01,0.003
08/08/2008 22:25:00,0,1.406,-0.008,0.006,0.964,196.524,0.0,13.166,411.068,64.824,3026.77,0.0,3.607,0.45,0.585,6.976,0.217,462.798,,0.022,0.007
09/08/2008 02:15:00,0,1.555,-0.013,0.004,0.953,199.322,0.0,3.39,400.125,143.327,2999.01,0.0,4.087,0.51,1.169,4.965,0.36,462.151,1.686,0.011,0.004
09/08/2008 02:37:00,0,1.47,-0.016,0.008,0.976,198.467,0.0,4.466,406.212,143.327,3072.75,0.0,1.594,0.2,,,,463.934,4.553,,
09/08/2008 06:05:00,0,1.513,-0.015,-0.004,0.958,198.961,0.0,10.666,409.224,23.351,3090.97,0.0,3.902,0.49,1.237,4.497,0.52,466.602,1.787,0.01,0.003
09/08/2008 09:16:00,1,1.528,-0.007,0.0,0.97,197.595,0.0,4.497,410.546,23.351,2889.26,0.0,4.796,0.6,0.883,8.95,0.154,464.725,1.291,,
09/08/2008 09:22:00,0,1.438,-0.013,-0.001,0.962,199.641,0.0,9.378,412.891,23.351,2964.85,0.0,3.902,0.49,0.57,6.432,0.15,465.3,0.947,,
09/08/2008 11:42:00,1,1.547,-0.013,0.003,0.95,200.066,0.0,4.9,409.967,23.351,3041.56,0.0,4.796,0.6,1.469,9.132,0.237,493.666,,,
09/08/2008 17:34:00,0,1.444,-0.012,-0.001,0.961,200.493,0.0,6.361,418.374,47.812,2908.06,0.0,2.96,0.37,0.582,8.092,0.129,465.77,2.864,0.012,0.004
09/08/2008 19:03:00,0,1.519,-0.005,-0.004,0.979,197.645,0.0,4.966,405.044,213.771,2949.65,0.0,2.868,0.36,0.747,8.169,0.192,474.023,,0.013,0.004
09/08/2008 20:04:00,0,1.477,-0.007,0.015,0.962,198.496,0.0,4.61,418.549,62.944,2954.44,0.0,4.159,0.52,0.81,7.182,0.138,466.922,0.995,0.016,0.005
09/08/2008 21:07:00,0,1.579,0.002,0.018,0.902,198.682,0.0,4.443,401.382,62.944,3018.0,0.0,3.506,0.44,,,,,4.585,,
09/08/2008 22:15:00,0,1.588,0.01,0.003,0.974,197.061,0.0,4.023,409.658,62.944,2929.2,0.0,2.868,0.36,0.613,7.828,0.181,470.436,2.338,,
09/08/2008 22:37:00,0,1.614,0.015,0.008,0.953,199.309,0.0,4.66,427.491,62.944,3071.09,0.0,30.708,3.86,,,,,12.746,,
09/08/2008 23:17:00,0,1.387,-0.002,0.004,0.968,197.578,0.0,5.268,423.28,62.944,3033.95,0.0,1.459,0.18,0.694,10.629,0.198,463.719,1.884,,
09/08/2008 23:34:00,0,1.544,-0.011,0.006,0.972,202.306,0.0,4.506,419.24,62.944,3075.87,0.0,1.459,0.18,0.69,6.945,0.068,465.047,,,
10/08/2008 00:09:00,0,1.562,0.017,-0.012,0.97,198.117,0.0,14.041,414.312,100.91,2846.07,0.0,2.466,0.31,0.79,9.981,0.1,464.967,1.884,0.017,0.007
10/08/2008 00:46:00,0,1.55,0.011,0.0,0.968,198.124,0.0,4.422,405.681,0.0,2916.54,0.0,2.466,0.31,1.253,6.531,0.356,462.7,1.884,0.022,0.007
10/08/2008 06:00:00,1,1.407,0.006,0.003,0.976,198.673,0.0,13.276,408.013,0.0,3058.89,0.0,2.868,0.36,1.001,9.518,0.235,466.057,1.227,,
10/08/2008 06:41:00,0,1.478,0.005,-0.001,0.969,198.386,0.0,3.644,404.32,0.0,2997.07,0.0,2.466,0.31,1.256,6.999,0.392,464.098,1.549,,
10/08/2008 07:01:00,1,1.449,-0.001,0.004,0.959,201.431,0.0,4.476,414.649,264.752,2928.03,0.0,4.159,0.52,1.488,10.285,0.598,464.741,2.524,0.02,0.008
10/08/2008 11:16:00,0,1.455,-0.027,0.003,0.952,202.973,0.0,9.87,406.502,264.752,3028.65,,3.609,0.45,1.312,8.624,0.279,463.278,,,
10/08/2008 11:49:00,0,1.608,0.014,-0.015,0.969,197.847,0.0,11.834,402.596,264.752,2943.34,0.0,1.459,0.18,1.183,6.13,0.536,461.157,3.928,,
10/08/2008 12:22:00,0,1.498,0.006,-0.001,0.957,199.67,0.0,11.898,420.743,264.752,3022.71,0.0,4.317,0.54,1.67,6.942,0.368,466.67,,,
10/08/2008 15:59:00,1,1.51,-0.017,0.008,0.972,200.331,0.0,4.74,428.762,118.229,2936.64,0.0,1.594,0.2,1.358,11.609,0.419,461.815,2.948,0.019,0.005
10/08/2008 19:07:00,0,1.462,-0.002,0.01,0.972,200.454,0.0,9.536,404.123,211.618,3035.2,0.0,2.868,0.36,1.076,8.883,0.285,467.189,,0.022,0.007
10/08/2008 20:07:00,1,1.475,-0.011,0.028,0.974,201.016,0.0,5.167,417.262,211.618,3074.69,0.0,1.594,0.2,,,,464.865,4.287,,
10/08/2008 22:26:00,1,1.47,-0.006,0.011,0.972,200.763,0.0,6.187,421.22,211.618,2938.03,0.0,2.225,0.28,1.28,11.196,0.325,,1.28,,
11/08/2008 03:06:00,0,1.496,-0.012,0.013,0.945,197.284,0.0,14.63,409.466,170.464,3024.74,0.0,4.675,0.59,0.715,9.473,0.152,470.473,1.881,0.019,0.006
11/08/2008 04:09:00,0,1.603,-0.016,0.01,0.952,197.622,0.0,9.994,411.096,170.464,3109.01,0.0,4.675,0.59,1.767,6.914,0.31,469.651,1.058,,
11/08/2008 05:15:00,0,1.384,-0.015,0.01,0.962,197.923,0.0,12.779,406.387,170.464,2956.64,0.0,4.062,0.51,0.649,8.68,0.224,465.042,,,
11/08/2008 11:35:00,0,1.604,0.002,0.011,0.945,200.251,0.0,6.046,422.703,170.464,3024.15,0.0,4.675,0.59,1.106,6.62,0.352,469.719,1.411,,
11/08/2008 12:38:00,0,1.484,-0.033,0.01,0.962,197.526,0.0,13.377,405.134,112.582,2997.41,0.0,4.062,0.51,0.58,8.514,0.112,463.34,1.909,0.024,0.007
12/08/2008 04:23:00,0,1.515,0.003,0.01,0.953,203.088,0.0,10.726,395.228,112.582,3030.17,0.0,3.609,0.45,0.722,7.618,0.197,467.888,,,
12/08/2008 06:16:00,0,1.533,-0.018,0.013,0.952,198.662,0.0,4.4,404.921,104.001,2967.4,,3.138,0.39,1.345,10.891,0.436,464.141,1.948,0.013,0.004
12/08/2008 10:54:00,0,1.483,-0.01,0.013,0.955,198.76,0.0,4.92,407.382,78.194,3067.34,0.0,4.46,0.56,0.713,10.395,0.114,463.557,1.171,0.013,0.005
12/08/2008 11:29:00,0,1.568,-0.02,0.01,0.966,203.008,0.0,5.136,406.867,188.247,3074.63,0.0,1.459,0.18,,,,468.019,,0.02,0.006
12/08/2008 12:04:00,0,1.348,0.031,-0.011,0.95,199.954,0.0,7.159,397.571,0.0,2992.92,0.0,4.062,0.51,1.597,10.584,0.659,463.708,,0.024,0.008
13/08/2008 02:48:00,0,1.428,0.006,-0.012,0.943,198.805,0.0,4.263,412.501,76.458,2896.63,0.0,4.675,0.59,,,,470.28,1.409,0.009,0.003
15/08/2008 03:26:00,0,1.4,0.006,-0.019,0.974,195.102,0.0,10.198,417.554,76.458,3054.13,0.0,1.459,0.18,,,,463.686,,,
15/08/2008 04:14:00,0,1.536,-0.009,0.004,0.961,199.496,0.0,3.01,392.535,76.458,3031.39,0.0,4.183,0.52,1.275,9.678,1.185,462.033,,,
15/08/2008 05:13:00,0,1.433,0.006,0.001,0.958,195.508,0.0,4.063,409.716,76.458,2981.95,0.0,4.837,0.6,0.676,5.285,0.181,466.685,,,
15/08/2008 09:38:00,0,1.431,0.009,0.003,0.964,208.124,0.0,14.054,423.27,76.458,2977.98,0.0,2.408,0.3,,,,467.579,1.927,,
15/08/2008 10:14:00,0,1.51,0.006,0.009,0.961,207.145,0.0,13.402,426.636,76.458,3072.35,0.0,2.408,0.3,0.798,5.168,0.084,465.678,3.454,,
15/08/2008 11:42:00,0,1.393,-0.023,-0.014,0.946,199.509,0.0,8.081,391.371,76.458,2998.59,0.0,4.675,0.59,0.794,10.365,0.088,462.698,1.697,,
15/08/2008 18:19:00,0,1.497,-0.017,0.003,0.962,198.62,0.0,6.878,412.603,76.458,2855.96,0.0,4.755,0.59,0.768,8.389,0.095,470.015,,,
15/08/2008 19:19:00,0,1.466,0.006,-0.014,0.948,197.815,0.0,4.083,411.41,76.458,2962.13,0.0,4.896,0.61,1.246,6.619,0.343,467.933,0.953,,
15/08/2008 20:00:00,0,1.484,-0.018,0.008,0.954,199.99,0.0,13.616,424.779,38.978,3051.32,0.0,4.755,0.59,0.554,7.314,0.102,469.06,3.36,0.012,0.004
15/08/2008 20:03:00,0,1.378,-0.022,-0.002,0.962,199.89,0.0,12.749,413.047,38.978,3104.4,0.0,4.755,0.59,1.185,5.357,0.551,472.69,,,
15/08/2008 23:31:00,0,1.509,-0.003,-0.002,0.95,199.125,0.0,5.26,417.094,38.978,2892.99,0.0,4.896,0.61,0.735,3.652,0.142,467.276,1.364,,
16/08/2008 02:21:00,0,1.557,0.002,0.012,0.957,200.216,0.0,9.384,427.701,38.978,2995.76,0.0,4.68,0.59,0.956,6.315,0.476,466.315,,,
16/08/2008 05:47:00,0,1.428,0.005,0.009,0.945,204.267,0.0,7.307,403.078,38.978,3034.34,0.0,4.356,0.55,0.8,6.476,0.064,465.542,,,
16/08/2008 06:52:00,0,1.451,-0.013,-0.011,0.95,203.986,0.0,10.872,406.216,38.978,3075.76,0.0,4.183,0.52,1.128,7.082,0.149,467.645,,,
16/08/2008 07:33:00,0,1.454,0.016,0.007,0.953,199.322,0.0,7.402,411.363,0.0,3043.05,0.0,4.606,0.57,1.277,8.959,0.607,464.997,,0.021,0.007
16/08/2008 08:39:00,0,1.358,-0.002,-0.014,0.966,200.324,0.0,6.435,392.419,61.601,2940.5,0.0,4.606,0.57,0.506,9.888,0.047,462.206,2.008,0.021,0.007
16/08/2008 08:41:00,0,1.534,-0.001,-0.002,0.968,198.788,0.0,7.008,403.408,44.175,3065.36,0.0,2.408,0.3,1.291,6.63,0.455,,4.973,0.012,0.004
16/08/2008 09:44:00,1,1.367,-0.015,0.005,0.958,198.409,0.0,14.188,426.196,44.175,3038.21,0.0,4.68,0.59,1.177,5.375,0.292,466.277,2.768,,
16/08/2008 13:51:00,0,1.403,0.017,-0.002,0.976,198.836,0.0,9.733,418.661,170.584,2912.76,0.0,2.811,0.35,1.225,6.658,0.442,470.114,0.714,0.016,0.006
16/08/2008 14:30:00,0,1.521,0.008,-0.013,0.96,197.864,0.0,7.661,410.694,51.92,3091.71,0.0,4.896,0.61,0.776,6.103,0.065,465.84,2.824,0.016,0.006
16/08/2008 15:16:00,0,1.536,0.004,-0.001,0.945,198.137,0.0,5.131,415.138,30.222,2907.96,0.0,4.896,0.61,1.028,9.144,0.29,466.022,1.327,0.013,0.005
16/08/2008 15:19:00,1,1.36,0.012,-0.003,0.962,199.756,0.0,6.87,396.966,30.222,3037.49,0.0,4.606,0.57,1.106,10.602,0.261,464.161,,,
16/08/2008 23:48:00,0,1.436,0.014,-0.006,0.95,203.096,0.0,12.375,417.733,21.656,2971.15,0.0,4.68,0.59,0.541,9.26,0.153,466.469,,0.005,0.002
17/08/2008 00:52:00,0,1.506,0.022,0.002,0.969,201.784,0.0,8.296,420.554,51.806,3076.52,0.0,2.408,0.3,1.813,8.747,0.438,466.397,2.769,0.015,0.005
17/08/2008 01:53:00,0,1.478,-0.0,-0.011,0.952,202.323,0.0,7.918,415.712,31.468,2999.86,0.0,4.896,0.61,0.868,7.66,0.184,466.564,2.347,0.008,0.003
17/08/2008 03:17:00,0,1.47,0.028,-0.006,0.969,201.91,0.0,7.696,421.832,59.384,2992.52,0.0,2.408,0.3,,,,465.198,1.677,0.013,0.004
17/08/2008 03:18:00,0,1.441,0.016,-0.007,0.97,201.761,0.0,8.633,421.048,44.177,3109.02,0.0,2.811,0.35,1.44,5.562,0.598,458.524,,0.014,0.004
17/08/2008 03:46:00,0,1.468,0.002,0.0,0.957,201.706,0.0,6.183,401.811,98.113,2954.1,0.0,4.68,0.59,1.672,7.68,0.482,463.952,1.19,0.013,0.005
17/08/2008 04:19:00,0,1.456,-0.008,-0.012,0.954,199.666,0.0,10.1,408.692,98.113,3006.22,0.0,4.68,0.59,0.762,3.605,0.234,468.53,,,
17/08/2008 05:21:00,0,1.373,0.006,-0.002,0.948,203.34,0.0,12.42,424.526,98.113,3088.73,0.0,4.183,0.52,0.863,8.565,0.22,466.507,,,
17/08/2008 12:16:00,1,1.498,0.022,-0.006,0.971,201.972,0.0,7.763,410.516,83.119,2940.65,0.0,2.408,0.3,1.609,10.676,0.15,465.6,3.93,0.01,0.003
17/08/2008 13:34:00,0,1.391,-0.002,-0.001,0.963,199.772,0.0,7.636,414.551,272.348,2948.42,0.0,4.52,0.57,1.111,6.651,0.251,471.97,2.514,0.009,0.003
17/08/2008 14:21:00,0,1.488,-0.005,-0.004,0.949,199.045,0.0,5.857,416.434,272.348,2958.39,0.0,4.756,0.6,1.358,3.605,0.886,470.656,1.884,,
17/08/2008 15:25:00,0,1.448,-0.023,-0.0,0.971,199.203,0.0,11.888,407.076,272.348,3025.01,0.0,2.811,0.35,0.72,9.579,0.187,461.18,1.398,,
17/08/2008 21:26:00,1,1.426,-0.034,-0.002,0.969,199.187,0.0,11.921,413.646,272.348,3045.71,0.0,2.811,0.35,,,,461.793,,,
17/08/2008 22:03:00,1,1.372,0.0,-0.018,0.955,206.838,0.0,6.049,400.567,272.348,3035.98,0.0,4.68,0.59,0.559,8.279,0.234,,3.161,,
17/08/2008 22:21:00,0,1.522,-0.018,0.009,0.948,202.871,0.0,6.126,398.573,30.744,2908.04,0.0,4.122,0.51,1.382,10.736,0.251,,1.007,0.008,0.002
17/08/2008 23:04:00,1,1.356,-0.006,-0.022,0.955,207.03,0.0,11.426,407.276,34.749,2984.45,0.0,4.68,0.59,,,,,2.162,0.007,0.002
17/08/2008 23:20:00,0,1.36,0.006,-0.003,0.947,202.877,0.0,5.059,393.698,78.538,3061.98,0.0,7.446,0.93,1.104,7.513,0.408,462.236,2.688,0.018,0.005
17/08/2008 23:55:00,1,1.519,-0.017,0.01,0.968,198.195,0.0,7.417,414.552,176.033,2900.69,0.0,2.811,0.35,0.679,12.41,0.26,468.348,1.445,0.027,0.01
18/08/2008 00:02:00,1,1.411,-0.0,-0.009,0.943,202.558,0.0,11.223,423.826,176.033,2916.02,0.0,4.68,0.59,1.174,9.793,0.265,,3.47,,
18/08/2008 00:20:00,0,1.474,0.005,-0.003,0.953,200.41,0.0,10.958,412.022,176.033,2959.2,0.0,3.958,0.5,0.552,7.636,0.152,,2.201,,
18/08/2008 01:23:00,1,1.51,-0.001,0.013,0.951,199.371,0.0,4.547,406.608,176.033,2963.75,0.0,4.266,0.54,0.963,6.267,0.308,466.862,2.316,,
18/08/2008 04:01:00,1,1.445,-0.015,-0.009,0.954,203.213,0.0,9.195,423.275,176.033,3107.79,0.0,4.183,0.52,1.549,6.554,0.918,468.104,1.647,,
18/08/2008 04:12:00,0,1.419,-0.03,0.007,0.955,199.036,0.0,11.501,425.233,176.033,2981.08,0.0,4.01,0.5,0.755,7.259,0.042,467.927,,,
18/08/2008 04:35:00,0,1.424,-0.006,-0.009,0.957,202.649,0.0,12.573,418.433,176.033,2985.06,0.0,3.772,0.47,,,,467.269,1.112,,
18/08/2008 05:03:00,0,1.492,-0.007,-0.004,0.952,198.732,0.0,11.353,411.225,176.033,3043.17,0.0,3.937,0.49,0.568,4.997,0.147,,,,
18/08/2008 05:25:00,0,1.449,0.018,-0.002,0.944,200.256,0.0,8.937,422.477,220.038,3056.95,0.0,3.937,0.49,,,,,1.732,0.027,0.008
18/08/2008 06:07:00,0,1.481,-0.011,-0.005,0.959,200.517,0.0,10.991,415.617,220.038,3050.29,0.0,4.637,0.58,1.013,8.014,0.295,466.91,,,
